policy_step,dataset_index,dataset_frame,inference_s,loop_s,sent_to_robot,arm_state,left_hand_state,right_hand_state,predicted_action,limited_arm,limited_left_hand,limited_right_hand,dataset_state,dataset_action
10,10,10,0.005368547999751172,0.07765121599913982,False,"[-0.9957572817802429, 1.7209466695785522, 0.42397791147232056, 2.075871467590332, -1.3049622774124146, -0.06259360909461975, -0.2637009024620056, 0.10280068218708038, -0.016717994585633278, -0.40196290612220764, 1.345145344734192, 1.2679909467697144, -0.06540989875793457, -0.08160059154033661]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 13.0, 0.0, 0.0, 30.0, 990.0]","[-0.006897818297147751, 0.17393440008163452, 0.09368224442005157, 0.9251598119735718, -1.0476163625717163, -0.29978710412979126, -0.008093416690826416, -0.046653926372528076, -0.48257049918174744, 0.02121555805206299, 0.06260931491851807, 0.3374529778957367, -0.296475350856781, -0.1841707080602646, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041127204895, 0.0, 0.8835725784301758, 0.8829352855682373, 0.882892370223999, 0.8801791667938232, 0.7799929976463318, 0.0]","[-0.9757573008537292, 1.7009466886520386, 0.4039779007434845, 2.0558714866638184, -1.2849622964859009, -0.08259360492229462, -0.24370090663433075, 0.08280068635940552, -0.03671799600124359, -0.3819628953933716, 1.3251453638076782, 1.2479909658432007, -0.08540989458560944, -0.10160058736801147]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8835725784301758, 0.8829355239868164, 0.882892370223999, 0.8801791667938232, 0.7799930572509766, 910.0]","[0.3686946928501129, 0.21260015666484833, -0.19734424352645874, 0.13895709812641144, -1.1988658905029297, -0.09087637811899185, 0.2874176800251007, 0.3476863503456116, -0.4099084436893463, 0.26331740617752075, 0.2601895034313202, 0.43473976850509644, -0.09499895572662354, 0.09741976857185364, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25082939863204956, 0.28751885890960693, -0.1458432972431183, -0.0598161406815052, -1.109033226966858, -0.21911953389644623, 0.1271352916955948, 0.27719858288764954, -0.42869555950164795, 0.2998352348804474, 0.22691300511360168, 0.4493473470211029, -0.16358830034732819, 0.13994048535823822, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
11,11,11,0.005300703000102658,0.060591585001020576,False,"[-0.9957333207130432, 1.7208987474441528, 0.4239898920059204, 2.075871467590332, -1.3049143552780151, -0.0625816211104393, -0.2637009024620056, 0.10281267017126083, -0.016694026067852974, -0.4019748866558075, 1.3451573848724365, 1.2679790258407593, -0.06540989875793457, -0.08161257207393646]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.005166046321392059, 0.17070670425891876, 0.10655878484249115, 0.944899320602417, -1.0480386018753052, -0.3008749783039093, 0.0020195841789245605, -0.021512478590011597, -0.47620856761932373, 0.009288311004638672, 0.06567144393920898, 0.3481437861919403, -0.2913438081741333, -0.17095616459846497, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041127204895, 0.0, 0.8865741491317749, 0.8859084844589233, 0.8858655095100403, 0.883651614189148, 0.7834581136703491, 0.0]","[-0.9757333397865295, 1.7008987665176392, 0.40398988127708435, 2.0558714866638184, -1.2849143743515015, -0.08258162438869476, -0.24370090663433075, 0.08281266689300537, -0.03669402748346329, -0.38197487592697144, 1.3251574039459229, 1.2479790449142456, -0.08540989458560944, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8865741491317749, 0.8859081268310547, 0.8858655095100403, 0.883651614189148, 0.7834587097167969, 910.0]","[0.36868271231651306, 0.21261213719844818, -0.19811122119426727, 0.1390170156955719, -1.1988658905029297, -0.09087637811899185, 0.2874176800251007, 0.3476743698120117, -0.4147021174430847, 0.2636289894580841, 0.26020148396492004, 0.434631884098053, -0.09498696774244308, 0.10029598325490952, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2499750852584839, 0.2862946391105652, -0.1455591470003128, -0.06044862046837807, -1.1060444116592407, -0.21826070547103882, 0.13016201555728912, 0.276179701089859, -0.42830049991607666, 0.3010003864765167, 0.22661350667476654, 0.4477982819080353, -0.16427814960479736, 0.14191170036792755, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
12,12,12,0.005417972000941518,0.08048343100017519,False,"[-0.9957692623138428, 1.7209347486495972, 0.4239898920059204, 2.075847625732422, -1.3049383163452148, -0.06259360909461975, -0.26371288299560547, 0.10282465070486069, -0.016706010326743126, -0.40196290612220764, 1.3451334238052368, 1.2679790258407593, -0.06542188674211502, -0.08161257207393646]","[337.0, 2.0, 1.0, 5.0, 8.0, 935.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.002697393298149109, 0.17227821052074432, 0.10574877262115479, 0.9273182153701782, -1.0470178127288818, -0.300266832113266, 0.006237655878067017, -0.020800650119781494, -0.47319740056991577, 0.00762292742729187, 0.06498897075653076, 0.36250802874565125, -0.2893054485321045, -0.1678263396024704, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999969005584717, 0.10000043362379074, 0.0, 0.8870246410369873, 0.8862913250923157, 0.8862480521202087, 0.8841081857681274, 0.7838984727859497, 0.0]","[-0.9757692813873291, 1.7009347677230835, 0.40398988127708435, 2.055847644805908, -1.2849383354187012, -0.08259360492229462, -0.2437128871679306, 0.08282464742660522, -0.03670600801706314, -0.3819628953933716, 1.3251334428787231, 1.2479790449142456, -0.08542189002037048, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8870246410369873, 0.88629150390625, 0.8862480521202087, 0.8841081857681274, 0.7838993072509766, 910.0]","[0.3686707317829132, 0.2126840502023697, -0.19878233969211578, 0.13905297219753265, -1.198830008506775, -0.0908883661031723, 0.28740569949150085, 0.3476863503456116, -0.4220125079154968, 0.26431208848953247, 0.2601895034313202, 0.4342483878135681, -0.09498696774244308, 0.105341337621212, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2491384744644165, 0.28690165281295776, -0.14469189941883087, -0.058852922171354294, -1.1055412292480469, -0.21729536354541779, 0.12956728041172028, 0.27553752064704895, -0.42823877930641174, 0.3018815517425537, 0.22851675748825073, 0.4470301568508148, -0.16587397456169128, 0.1425362378358841, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
13,13,13,0.005937314999755472,0.06350229900090198,False,"[-0.9957572817802429, 1.7208987474441528, 0.4239898920059204, 2.075859546661377, -1.3049143552780151, -0.06259360909461975, -0.2637009024620056, 0.10281267017126083, -0.016717994585633278, -0.4019748866558075, 1.345145344734192, 1.268002986907959, -0.06540989875793457, -0.08161257207393646]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.002498142421245575, 0.1744266152381897, 0.10287447273731232, 0.9176926612854004, -1.0540242195129395, -0.30133771896362305, -0.005977243185043335, -0.01012563705444336, -0.4753125309944153, 0.01553499698638916, 0.07048755884170532, 0.3477119505405426, -0.28928452730178833, -0.1583641618490219, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999969005584717, 0.10000043362379074, 0.0, 0.8844017386436462, 0.8836977481842041, 0.8836473822593689, 0.8810824751853943, 0.780874490737915, 0.0]","[-0.9757573008537292, 1.7008987665176392, 0.40398988127708435, 2.0558595657348633, -1.2849143743515015, -0.08259360492229462, -0.24370090663433075, 0.08281266689300537, -0.03671799600124359, -0.38197487592697144, 1.3251453638076782, 1.2480030059814453, -0.08540989458560944, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.884401798248291, 0.883697509765625, 0.8836473822593689, 0.8810824751853943, 0.7808742523193359, 910.0]","[0.36868271231651306, 0.21274396777153015, -0.1989501267671585, 0.1390649527311325, -1.19884192943573, -0.0908883661031723, 0.2874176800251007, 0.3476743698120117, -0.4250684976577759, 0.26488733291625977, 0.2601655423641205, 0.43418848514556885, -0.09499895572662354, 0.10644388943910599, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24855397641658783, 0.28726768493652344, -0.14488840103149414, -0.056716468185186386, -1.1043035984039307, -0.21797728538513184, 0.12885341048240662, 0.27492791414260864, -0.428251177072525, 0.30280178785324097, 0.2304433137178421, 0.44608911871910095, -0.167300745844841, 0.1419447958469391, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
14,14,14,0.007402113998978166,0.08225281600061862,False,"[-0.9957572817802429, 1.7209107875823975, 0.42397791147232056, 2.075847625732422, -1.3049503564834595, -0.06262955814599991, -0.2637009024620056, 0.10281267017126083, -0.016706010326743126, -0.4019748866558075, 1.3451573848724365, 1.2679790258407593, -0.06542188674211502, -0.08161257207393646]","[337.0, 2.0, 1.0, 5.0, 8.0, 935.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.003819551318883896, 0.17246851325035095, 0.1012490838766098, 0.9190139770507812, -1.0532587766647339, -0.3019213378429413, 0.0010978877544403076, -0.01663106679916382, -0.4746720790863037, 0.014833837747573853, 0.05863773822784424, 0.34986913204193115, -0.2943325638771057, -0.17058902978897095, 0.30000025033950806, 0.3000003397464752, 0.29999998211860657, 0.19999967515468597, 0.10000044107437134, 0.0, 0.8847193717956543, 0.8839787244796753, 0.8839282989501953, 0.8814104795455933, 0.7812029719352722, 0.0]","[-0.9757573008537292, 1.7009108066558838, 0.4039779007434845, 2.055847644805908, -1.2849503755569458, -0.08262956142425537, -0.24370090663433075, 0.08281266689300537, -0.03670600801706314, -0.38197487592697144, 1.3251574039459229, 1.2479790449142456, -0.08542189002037048, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8847193717956543, 0.8839788436889648, 0.8839282989501953, 0.8814104795455933, 0.7812023162841797, 910.0]","[0.36868271231651306, 0.21281586587429047, -0.19897408783435822, 0.13911288976669312, -1.198830008506775, -0.0908883661031723, 0.28740569949150085, 0.34774625301361084, -0.4293108880519867, 0.2655104994773865, 0.2602134943008423, 0.4340686500072479, -0.09499895572662354, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24735702574253082, 0.2865605056285858, -0.14575673639774323, -0.054714053869247437, -1.1022804975509644, -0.21803990006446838, 0.12891247868537903, 0.2736210227012634, -0.42803335189819336, 0.3042966425418854, 0.23235781490802765, 0.4452287554740906, -0.16945780813694, 0.14082524180412292, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
15,15,15,0.008249206000982667,0.06355898800029536,False,"[-0.9957572817802429, 1.7209347486495972, 0.42397791147232056, 2.075859546661377, -1.3049503564834595, -0.0626055896282196, -0.2637009024620056, 0.10281267017126083, -0.016706010326743126, -0.40196290612220764, 1.345145344734192, 1.2679909467697144, -0.06542188674211502, -0.08161257207393646]","[337.0, 2.0, 1.0, 4.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.010603807866573334, 0.17069554328918457, 0.11436358094215393, 0.9493814706802368, -1.047235369682312, -0.3076585829257965, 0.0045816004276275635, 0.0020666122436523438, -0.475906640291214, 0.0018253624439239502, 0.046415358781814575, 0.3584757149219513, -0.2951171100139618, -0.15883350372314453, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041872262955, 0.0, 0.8858138918876648, 0.8851554989814758, 0.8851133584976196, 0.8827747106552124, 0.7825795412063599, 0.0]","[-0.9757573008537292, 1.7009347677230835, 0.4039779007434845, 2.0558595657348633, -1.2849503755569458, -0.08260558545589447, -0.24370090663433075, 0.08281266689300537, -0.03670600801706314, -0.3819628953933716, 1.3251453638076782, 1.2479909658432007, -0.08542189002037048, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8858139514923096, 0.8851556777954102, 0.8851133584976196, 0.8827747106552124, 0.7825794219970703, 910.0]","[0.3686946928501129, 0.21286380290985107, -0.19910591840744019, 0.13923272490501404, -1.19884192943573, -0.0908883661031723, 0.28740569949150085, 0.3476983308792114, -0.43169575929641724, 0.26569026708602905, 0.26020148396492004, 0.4339008629322052, -0.09499895572662354, 0.10699516534805298, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24637237191200256, 0.28585565090179443, -0.1454000324010849, -0.054658032953739166, -1.1008025407791138, -0.2161467969417572, 0.12908940017223358, 0.27248266339302063, -0.4279784858226776, 0.30493438243865967, 0.23247240483760834, 0.44536468386650085, -0.17082545161247253, 0.14122359454631805, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
16,16,16,0.009219354000379099,0.08084059899920248,False,"[-0.9957333207130432, 1.7209347486495972, 0.42397791147232056, 2.075871467590332, -1.3049383163452148, -0.06259360909461975, -0.26371288299560547, 0.10281267017126083, -0.016706010326743126, -0.40196290612220764, 1.345145344734192, 1.2679909467697144, -0.06542188674211502, -0.08162456005811691]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.00301332026720047, 0.16730624437332153, 0.10947485268115997, 0.9477165937423706, -1.049881935119629, -0.3060784339904785, 0.00788426399230957, -0.025549620389938354, -0.48355093598365784, -0.0016593635082244873, 0.028364360332489014, 0.3634242117404938, -0.2966904044151306, -0.1699756681919098, 0.30000025033950806, 0.30000028014183044, 0.30000001192092896, 0.19999974966049194, 0.10000038892030716, 0.0, 0.8865702152252197, 0.8859825134277344, 0.8859553337097168, 0.8837346434593201, 0.7835504412651062, 0.0]","[-0.9757333397865295, 1.7009347677230835, 0.4039779007434845, 2.0558714866638184, -1.2849383354187012, -0.08259360492229462, -0.2437128871679306, 0.08281266689300537, -0.03670600801706314, -0.3819628953933716, 1.3251453638076782, 1.2479909658432007, -0.08542189002037048, -0.10162456333637238]","[257.0, 0.30000030994415283, 0.30000001192092896, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8865702152252197, 0.8859825134277344, 0.8859553337097168, 0.8837346434593201, 0.7835502624511719, 910.0]","[0.3686946928501129, 0.21287579834461212, -0.1995253711938858, 0.13923272490501404, -1.1988060474395752, -0.0908883661031723, 0.2874176800251007, 0.3476503789424896, -0.4324747323989868, 0.2660258412361145, 0.2601895034313202, 0.433804988861084, -0.09501093626022339, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24674375355243683, 0.2856728434562683, -0.145380899310112, -0.05598191171884537, -1.0989303588867188, -0.21495096385478973, 0.13138623535633087, 0.2723100483417511, -0.4281614422798157, 0.3055116534233093, 0.23066066205501556, 0.44632935523986816, -0.169511079788208, 0.13948003947734833, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
17,17,17,0.004562170001008781,0.05943724299868336,False,"[-0.9957572817802429, 1.7209347486495972, 0.4239898920059204, 2.075871467590332, -1.3049503564834595, -0.06259360909461975, -0.26371288299560547, 0.10281267017126083, -0.016717994585633278, -0.40198686718940735, 1.345145344734192, 1.2679790258407593, -0.06542188674211502, -0.08161257207393646]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.0028133466839790344, 0.17446273565292358, 0.10980124771595001, 0.9270058870315552, -1.0486527681350708, -0.2978246212005615, 0.009329915046691895, -0.0035009384155273438, -0.4762333631515503, -0.008137255907058716, 0.045429766178131104, 0.37551864981651306, -0.28950685262680054, -0.16311457753181458, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999967515468597, 0.10000047832727432, 0.0, 0.8890730142593384, 0.888260543346405, 0.8882118463516235, 0.8864253759384155, 0.7861870527267456, 0.0]","[-0.9757573008537292, 1.7009347677230835, 0.40398988127708435, 2.0558714866638184, -1.2849503755569458, -0.08259360492229462, -0.2437128871679306, 0.08281266689300537, -0.03671799600124359, -0.3819868564605713, 1.3251453638076782, 1.2479790449142456, -0.08542189002037048, -0.10161256790161133]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8890730142593384, 0.8882608413696289, 0.8882118463516235, 0.8864253759384155, 0.7861862182617188, 910.0]","[0.36870667338371277, 0.21286380290985107, -0.19994480907917023, 0.13924472033977509, -1.1987221240997314, -0.09087637811899185, 0.2874176800251007, 0.3476863503456116, -0.4325226843357086, 0.2668287754058838, 0.2602134943008423, 0.4336491823196411, -0.09499895572662354, 0.10699516534805298, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24793070554733276, 0.2854789197444916, -0.1462482064962387, -0.056893087923526764, -1.098655104637146, -0.2151414304971695, 0.13273178040981293, 0.2728598713874817, -0.4277365803718567, 0.30680051445961, 0.22997498512268066, 0.4450470209121704, -0.16894324123859406, 0.13757272064685822, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
18,18,18,0.005207803998928284,0.07985897499929706,False,"[-0.9957572817802429, 1.7209227085113525, 0.4239898920059204, 2.075859546661377, -1.3049383163452148, -0.06259360909461975, -0.2637368440628052, 0.10281267017126083, -0.016694026067852974, -0.4019748866558075, 1.3451573848724365, 1.2679909467697144, -0.06542188674211502, -0.08158860355615616]","[337.0, 2.0, 1.0, 5.0, 8.0, 936.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.01241985335946083, 0.1711854338645935, 0.11894935369491577, 0.9408602714538574, -1.0494223833084106, -0.30606356263160706, 0.005220919847488403, 0.009340226650238037, -0.47851118445396423, -0.0057052671909332275, 0.033329129219055176, 0.3675137758255005, -0.29183289408683777, -0.1448308378458023, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041872262955, 0.0, 0.8863874673843384, 0.8857267498970032, 0.8856880068778992, 0.8834448456764221, 0.7832436561584473, 0.0]","[-0.9757573008537292, 1.7009227275848389, 0.40398988127708435, 2.0558595657348633, -1.2849383354187012, -0.08259360492229462, -0.2437368482351303, 0.08281266689300537, -0.03669402748346329, -0.38197487592697144, 1.3251574039459229, 1.2479909658432007, -0.08542189002037048, -0.10158860683441162]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 856.0]","[0.8863874673843384, 0.8857269287109375, 0.8856880068778992, 0.8834448456764221, 0.7832431793212891, 910.0]","[0.36868271231651306, 0.21287579834461212, -0.20049609243869781, 0.13920876383781433, -1.198686122894287, -0.0908883661031723, 0.2874176800251007, 0.3476623594760895, -0.4324986934661865, 0.2676796615123749, 0.2601895034313202, 0.4335533082485199, -0.09499895572662354, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2496410459280014, 0.2856175899505615, -0.14708510041236877, -0.05775830149650574, -1.0987924337387085, -0.21559378504753113, 0.13357216119766235, 0.27350687980651855, -0.42771536111831665, 0.30792292952537537, 0.22880946099758148, 0.4425937831401825, -0.16821904480457306, 0.13788965344429016, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
19,19,19,0.0057357200003025355,0.06356835600126942,False,"[-0.9957572817802429, 1.7209347486495972, 0.4239898920059204, 2.075871467590332, -1.3049383163452148, -0.0625816211104393, -0.2637009024620056, 0.10282465070486069, -0.016694026067852974, -0.4019748866558075, 1.345145344734192, 1.2679790258407593, -0.06540989875793457, -0.08162456005811691]","[337.0, 2.0, 1.0, 5.0, 8.0, 935.0]","[2.0, 12.0, 0.0, 0.0, 30.0, 990.0]","[0.003284439444541931, 0.1745765209197998, 0.1069391667842865, 0.9162534475326538, -1.0532232522964478, -0.30106863379478455, -0.0008515715599060059, -0.008562415838241577, -0.4851750135421753, -0.0013351738452911377, 0.027956664562225342, 0.3538980484008789, -0.29573363065719604, -0.16244487464427948, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000044107437134, 0.0, 0.8842730522155762, 0.8835846781730652, 0.8835371732711792, 0.8809460401535034, 0.7807464003562927, 0.0]","[-0.9757573008537292, 1.7009347677230835, 0.40398988127708435, 2.0558714866638184, -1.2849383354187012, -0.08258162438869476, -0.24370090663433075, 0.08282464742660522, -0.03669402748346329, -0.38197487592697144, 1.3251453638076782, 1.2479790449142456, -0.08540989458560944, -0.10162456333637238]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8842730522155762, 0.8835849761962891, 0.8835371732711792, 0.8809460401535034, 0.7807464599609375, 910.0]","[0.36870667338371277, 0.21294769644737244, -0.2018742710351944, 0.13920876383781433, -1.1984584331512451, -0.09090034663677216, 0.2874176800251007, 0.3476863503456116, -0.4325226843357086, 0.2694173753261566, 0.26017752289772034, 0.4324507713317871, -0.09502292424440384, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2522291839122772, 0.28537362813949585, -0.1475476175546646, -0.05973705276846886, -1.0964072942733765, -0.21562545001506805, 0.13453291356563568, 0.27535003423690796, -0.42779844999313354, 0.30940353870391846, 0.22515060007572174, 0.43091464042663574, -0.16948916018009186, 0.1409388780593872, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
20,20,20,0.0086045110001578,0.08521112000016728,False,"[-0.9957692623138428, 1.7209227085113525, 0.4239898920059204, 2.075859546661377, -1.3049383163452148, -0.06259360909461975, -0.26368892192840576, 0.10282465070486069, -0.01672997884452343, -0.40198686718940735, 1.345145344734192, 1.2679790258407593, -0.06542188674211502, -0.08160059154033661]","[337.0, 2.0, 1.0, 5.0, 8.0, 935.0]","[2.0, 13.0, 0.0, 0.0, 30.0, 990.0]","[0.0019667111337184906, 0.17108504474163055, 0.10833525657653809, 0.9221838712692261, -1.0514209270477295, -0.3016555905342102, 0.008570283651351929, -0.012802451848983765, -0.4823915660381317, -0.006949901580810547, 0.022415578365325928, 0.3664548695087433, -0.29576408863067627, -0.17485705018043518, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000045597553253, 0.0, 0.8855888843536377, 0.8848562240600586, 0.8848128914833069, 0.8824416399002075, 0.7822242975234985, 0.0]","[-0.9757692813873291, 1.7009227275848389, 0.40398988127708435, 2.0558595657348633, -1.2849383354187012, -0.08259360492229462, -0.2436889261007309, 0.08282464742660522, -0.036729976534843445, -0.3819868564605713, 1.3251453638076782, 1.2479790449142456, -0.08542189002037048, -0.10160058736801147]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8855888843536377, 0.8848562240600586, 0.8848128914833069, 0.8824416399002075, 0.7822246551513672, 910.0]","[0.3687186539173126, 0.2130076140165329, -0.2025453895330429, 0.13923272490501404, -1.1976076364517212, -0.0909123346209526, 0.2874176800251007, 0.34772229194641113, -0.43253466486930847, 0.2710232436656952, 0.26015356183052063, 0.43188750743865967, -0.09501093626022339, 0.10700714588165283, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25537216663360596, 0.2854381799697876, -0.14580973982810974, -0.0632423385977745, -1.0961565971374512, -0.21434271335601807, 0.13511966168880463, 0.2777915894985199, -0.4296104609966278, 0.3083878457546234, 0.22066162526607513, 0.4206000566482544, -0.17053291201591492, 0.14633610844612122, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
