policy_step,dataset_index,dataset_frame,inference_s,action_source,loop_s,sent_to_robot,arm_state,left_hand_state,right_hand_state,predicted_action,limited_arm,limited_left_hand,limited_right_hand,dataset_state,dataset_action
0,0,0,0.0,dataset,0.07576718400014215,False,"[0.17199760675430298, 0.23300929367542267, -0.08734103292226791, 1.0049731731414795, -1.1397956609725952, 0.024843299761414528, 0.12839898467063904, 0.21449366211891174, -0.13823804259300232, 0.20483437180519104, 1.0208642482757568, 0.2660498023033142, 0.043838296085596085, -0.1929340362548828]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.24442234635353088, 0.28508755564689636, -0.13917025923728943, -0.055223532021045685, -1.1037503480911255, -0.2001938819885254, 0.139725923538208, 0.2734237611293793, -0.4169085919857025, 0.2973143756389618, 0.24402667582035065, 0.47058749198913574, -0.16312283277511597, 0.12246698141098022, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.19199760258197784, 0.25300928950309753, -0.10734103620052338, 0.9849731922149658, -1.1197956800460815, 0.004843300208449364, 0.139725923538208, 0.2344936579465866, -0.15823803842067719, 0.2248343676328659, 1.0008642673492432, 0.28604981303215027, 0.02383829653263092, -0.17293404042720795]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.36773595213890076, 0.2125042825937271, -0.19506722688674927, 0.13865748047828674, -1.1988658905029297, -0.09092431515455246, 0.2910129427909851, 0.34811776876449585, -0.39933836460113525, 0.2565223276615143, 0.258667528629303, 0.43556666374206543, -0.10707905143499374, 0.08358997106552124, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24442234635353088, 0.28508755564689636, -0.13917025923728943, -0.055223532021045685, -1.1037503480911255, -0.2001938819885254, 0.139725923538208, 0.2734237611293793, -0.4169085919857025, 0.2973143756389618, 0.24402667582035065, 0.47058749198913574, -0.16312283277511597, 0.12246698141098022, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
1,1,1,0.0,dataset,0.06550565199904668,False,"[0.17197363078594208, 0.23299731314182281, -0.08735302090644836, 1.0049850940704346, -1.1397837400436401, 0.024843299761414528, 0.12838700413703918, 0.2145056426525116, -0.13823804259300232, 0.20483437180519104, 1.020876169204712, 0.2660498023033142, 0.04381432756781578, -0.19292205572128296]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.24684642255306244, 0.28463566303253174, -0.1363241970539093, -0.06041140854358673, -1.1018574237823486, -0.1937672197818756, 0.13669143617153168, 0.27452579140663147, -0.41791626811027527, 0.29724210500717163, 0.24438706040382385, 0.4686964154243469, -0.16210435330867767, 0.12461793422698975, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.19197362661361694, 0.2529973089694977, -0.10735301673412323, 0.9849851131439209, -1.1197837591171265, 0.004843300208449364, 0.13669143617153168, 0.23450563848018646, -0.15823803842067719, 0.2248343676328659, 1.0008761882781982, 0.28604981303215027, 0.023814328014850616, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.36773595213890076, 0.21249230206012726, -0.195235013961792, 0.1386454999446869, -1.1988658905029297, -0.09092431515455246, 0.2908931076526642, 0.3480578660964966, -0.39961397647857666, 0.2585356831550598, 0.25927871465682983, 0.43553072214126587, -0.10392720252275467, 0.08474045991897583, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24684642255306244, 0.28463566303253174, -0.1363241970539093, -0.06041140854358673, -1.1018574237823486, -0.1937672197818756, 0.13669143617153168, 0.27452579140663147, -0.41791626811027527, 0.29724210500717163, 0.24438706040382385, 0.4686964154243469, -0.16210435330867767, 0.12461793422698975, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
2,2,2,0.0,dataset,0.08448803300052532,False,"[0.17200958728790283, 0.23300929367542267, -0.08735302090644836, 1.0049850940704346, -1.1397358179092407, 0.024843299761414528, 0.12839898467063904, 0.2145056426525116, -0.13825002312660217, 0.20483437180519104, 1.0208882093429565, 0.2660498023033142, 0.04381432756781578, -0.1929100751876831]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 1.0, 0.0, 8.0, 0.0, 503.0]","[0.24689100682735443, 0.2846303880214691, -0.1363029032945633, -0.0604422353208065, -1.1018520593643188, -0.19374361634254456, 0.13668397068977356, 0.2745389938354492, -0.4179222583770752, 0.29726067185401917, 0.2443813979625702, 0.4686882495880127, -0.1621003895998001, 0.12461652606725693, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.1920095831155777, 0.25300928950309753, -0.10735301673412323, 0.9849851131439209, -1.119735836982727, 0.004843300208449364, 0.13668397068977356, 0.23450563848018646, -0.15825001895427704, 0.2248343676328659, 1.0008882284164429, 0.28604981303215027, 0.023814328014850616, -0.17291007936000824]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.36775991320610046, 0.21252824366092682, -0.19531890749931335, 0.1387174129486084, -1.1988658905029297, -0.0908883661031723, 0.2907852530479431, 0.3480818271636963, -0.39984169602394104, 0.25965023040771484, 0.2595663368701935, 0.4355546832084656, -0.10284861922264099, 0.08504006266593933, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24689100682735443, 0.2846303880214691, -0.1363029032945633, -0.0604422353208065, -1.1018520593643188, -0.19374361634254456, 0.13668397068977356, 0.2745389938354492, -0.4179222583770752, 0.29726067185401917, 0.2443813979625702, 0.4686882495880127, -0.1621003895998001, 0.12461652606725693, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
3,3,3,0.0,dataset,0.0698927849989559,False,"[0.17200958728790283, 0.23299731314182281, -0.08732905238866806, 1.0049850940704346, -1.1397956609725952, 0.02485528402030468, 0.12839898467063904, 0.2145056426525116, -0.13823804259300232, 0.20483437180519104, 1.0208882093429565, 0.26606178283691406, 0.04381432756781578, -0.19292205572128296]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.24807719886302948, 0.28516489267349243, -0.14065061509609222, -0.06366798281669617, -1.1009148359298706, -0.201852485537529, 0.13203182816505432, 0.276168555021286, -0.41826769709587097, 0.29840776324272156, 0.2408219873905182, 0.466248095035553, -0.16178582608699799, 0.12428159266710281, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.1920095831155777, 0.2529973089694977, -0.10732905566692352, 0.9849851131439209, -1.1197956800460815, 0.004855284467339516, 0.13203182816505432, 0.23450563848018646, -0.15823803842067719, 0.2248343676328659, 1.0008882284164429, 0.2860617935657501, 0.023814328014850616, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3681793808937073, 0.2125042825937271, -0.19537882506847382, 0.13887320458889008, -1.1988539695739746, -0.09076852351427078, 0.2907373011112213, 0.348105788230896, -0.3998536765575409, 0.2610164284706116, 0.25985395908355713, 0.435518741607666, -0.0986781120300293, 0.08531569689512253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24807719886302948, 0.28516489267349243, -0.14065061509609222, -0.06366798281669617, -1.1009148359298706, -0.201852485537529, 0.13203182816505432, 0.276168555021286, -0.41826769709587097, 0.29840776324272156, 0.2408219873905182, 0.466248095035553, -0.16178582608699799, 0.12428159266710281, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
4,4,4,0.0,dataset,0.1672676500002126,False,"[0.17198561131954193, 0.23299731314182281, -0.08732905238866806, 1.0049971342086792, -1.1397477388381958, 0.024843299761414528, 0.12839898467063904, 0.2145056426525116, -0.13823804259300232, 0.2048223912715912, 1.0208882093429565, 0.2660258412361145, 0.04380234330892563, -0.19292205572128296]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.25130826234817505, 0.28666701912879944, -0.14098431169986725, -0.06589779257774353, -1.1020902395248413, -0.2014167308807373, 0.13018003106117249, 0.27710941433906555, -0.42045536637306213, 0.29764172434806824, 0.24073772132396698, 0.4670392572879791, -0.16246454417705536, 0.12703220546245575, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.1919856071472168, 0.2529973089694977, -0.10732905566692352, 0.9849971532821655, -1.1197477579116821, 0.004843300208449364, 0.13018003106117249, 0.23450563848018646, -0.15823803842067719, 0.22482238709926605, 1.0008882284164429, 0.28602585196495056, 0.023802343755960464, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.36868271231651306, 0.21251626312732697, -0.19572636485099792, 0.13893312215805054, -1.1988539695739746, -0.09076852351427078, 0.29062944650650024, 0.3481297492980957, -0.3999974727630615, 0.26222681999206543, 0.2602614164352417, 0.4354947507381439, -0.09526260942220688, 0.08536363393068314, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25130826234817505, 0.28666701912879944, -0.14098431169986725, -0.06589779257774353, -1.1020902395248413, -0.2014167308807373, 0.13018003106117249, 0.27710941433906555, -0.42045536637306213, 0.29764172434806824, 0.24073772132396698, 0.4670392572879791, -0.16246454417705536, 0.12703220546245575, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
5,5,5,0.0,dataset,0.08242645399877802,False,"[0.17199760675430298, 0.23299731314182281, -0.08735302090644836, 1.0049971342086792, -1.1397956609725952, 0.024831315502524376, 0.12839898467063904, 0.2145056426525116, -0.13826200366020203, 0.20483437180519104, 1.020876169204712, 0.26603782176971436, 0.04381432756781578, -0.19292205572128296]","[336.0, 2.0, 0.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.2549981474876404, 0.2870613932609558, -0.14092257618904114, -0.06805554032325745, -1.1065564155578613, -0.2047654092311859, 0.12537433207035065, 0.2792743444442749, -0.4217317998409271, 0.2964577376842499, 0.2388928234577179, 0.4631003141403198, -0.16382800042629242, 0.13129085302352905, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.19199760258197784, 0.2529973089694977, -0.10735301673412323, 0.9849971532821655, -1.1197956800460815, 0.004831315949559212, 0.12537433207035065, 0.23450563848018646, -0.1582619994878769, 0.2248343676328659, 1.0008761882781982, 0.2860378324985504, 0.023814328014850616, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3686227798461914, 0.21254023909568787, -0.19567842781543732, 0.13887320458889008, -1.19884192943573, -0.09079249203205109, 0.2885202169418335, 0.3476743698120117, -0.4002012312412262, 0.26253843307495117, 0.26020148396492004, 0.4355067312717438, -0.09521467238664627, 0.0860946774482727, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2549981474876404, 0.2870613932609558, -0.14092257618904114, -0.06805554032325745, -1.1065564155578613, -0.2047654092311859, 0.12537433207035065, 0.2792743444442749, -0.4217317998409271, 0.2964577376842499, 0.2388928234577179, 0.4631003141403198, -0.16382800042629242, 0.13129085302352905, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
6,6,6,0.0,dataset,0.07696531400142703,False,"[0.17197363078594208, 0.23299731314182281, -0.08735302090644836, 1.0049971342086792, -1.1397956609725952, 0.024843299761414528, 0.12839898467063904, 0.21451763808727264, -0.13822604715824127, 0.20483437180519104, 1.0209002494812012, 0.26603782176971436, 0.04381432756781578, -0.1929100751876831]","[336.0, 1.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 1.0, 0.0, 8.0, 0.0, 503.0]","[0.25489333271980286, 0.2874063551425934, -0.1409178376197815, -0.06747577339410782, -1.1075489521026611, -0.20959724485874176, 0.12356153130531311, 0.2808116674423218, -0.4227813482284546, 0.29641422629356384, 0.23240554332733154, 0.4568215310573578, -0.16366742551326752, 0.1350734531879425, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.19197362661361694, 0.2529973089694977, -0.10735301673412323, 0.9849971532821655, -1.1197956800460815, 0.004843300208449364, 0.12356153130531311, 0.2345176339149475, -0.15822604298591614, 0.2248343676328659, 1.0009002685546875, 0.2860378324985504, 0.023814328014850616, -0.17291007936000824]","[256.0, 0.30000001192092896, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3686707317829132, 0.21254023909568787, -0.19606192409992218, 0.13888518512248993, -1.1988539695739746, -0.09080447256565094, 0.28740569949150085, 0.34744665026664734, -0.4011719524860382, 0.26253843307495117, 0.2602134943008423, 0.4354468286037445, -0.09520268440246582, 0.0869215875864029, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25489333271980286, 0.2874063551425934, -0.1409178376197815, -0.06747577339410782, -1.1075489521026611, -0.20959724485874176, 0.12356153130531311, 0.2808116674423218, -0.4227813482284546, 0.29641422629356384, 0.23240554332733154, 0.4568215310573578, -0.16366742551326752, 0.1350734531879425, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
7,7,7,0.0,dataset,0.0642618180008867,False,"[0.17199760675430298, 0.23299731314182281, -0.08735302090644836, 1.0049971342086792, -1.1397597789764404, 0.024843299761414528, 0.12839898467063904, 0.2145056426525116, -0.13825002312660217, 0.20481041073799133, 1.0208882093429565, 0.2660498023033142, 0.04381432756781578, -0.19292205572128296]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 1.0, 0.0, 8.0, 0.0, 503.0]","[0.25315022468566895, 0.2873590886592865, -0.14541850984096527, -0.06472344696521759, -1.104962706565857, -0.21491335332393646, 0.12630820274353027, 0.27968114614486694, -0.4240519106388092, 0.2986530065536499, 0.23073317110538483, 0.45636704564094543, -0.16286036372184753, 0.1347084641456604, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.19199760258197784, 0.2529973089694977, -0.10735301673412323, 0.9849971532821655, -1.1197597980499268, 0.004843300208449364, 0.12630820274353027, 0.23450563848018646, -0.15825001895427704, 0.2248104065656662, 1.0008882284164429, 0.28604981303215027, 0.023814328014850616, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3686946928501129, 0.21254023909568787, -0.19609788060188293, 0.13893312215805054, -1.1988779306411743, -0.09080447256565094, 0.2874176800251007, 0.34809380769729614, -0.4016273319721222, 0.262550413608551, 0.2602134943008423, 0.4351711869239807, -0.09515474736690521, 0.08778444677591324, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25315022468566895, 0.2873590886592865, -0.14541850984096527, -0.06472344696521759, -1.104962706565857, -0.21491335332393646, 0.12630820274353027, 0.27968114614486694, -0.4240519106388092, 0.2986530065536499, 0.23073317110538483, 0.45636704564094543, -0.16286036372184753, 0.1347084641456604, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
8,8,8,0.0,dataset,0.07361232800030848,False,"[0.17198561131954193, 0.23299731314182281, -0.08734103292226791, 1.0049971342086792, -1.139819622039795, 0.024843299761414528, 0.12841098010540009, 0.21449366211891174, -0.13823804259300232, 0.2048463672399521, 1.020876169204712, 0.2660258412361145, 0.04381432756781578, -0.19292205572128296]","[336.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.25268545746803284, 0.28890952467918396, -0.14564628899097443, -0.06276678293943405, -1.1094121932983398, -0.21706220507621765, 0.12585130333900452, 0.2802010178565979, -0.427080899477005, 0.29866084456443787, 0.22760653495788574, 0.45402583479881287, -0.16312015056610107, 0.13579297065734863, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.1919856071472168, 0.2529973089694977, -0.10734103620052338, 0.9849971532821655, -1.1198196411132812, 0.004843300208449364, 0.12585130333900452, 0.2344936579465866, -0.15823803842067719, 0.22484636306762695, 1.0008761882781982, 0.28602585196495056, 0.023814328014850616, -0.1729220598936081]","[256.0, 0.2999999523162842, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3686946928501129, 0.21256420016288757, -0.19633756577968597, 0.13895709812641144, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3479020595550537, -0.40392830967903137, 0.263005793094635, 0.26020148396492004, 0.4349434971809387, -0.09499895572662354, 0.09199091047048569, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25268545746803284, 0.28890952467918396, -0.14564628899097443, -0.06276678293943405, -1.1094121932983398, -0.21706220507621765, 0.12585130333900452, 0.2802010178565979, -0.427080899477005, 0.29866084456443787, 0.22760653495788574, 0.45402583479881287, -0.16312015056610107, 0.13579297065734863, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
9,9,9,0.0,dataset,0.06494940199991106,False,"[0.17198561131954193, 0.23302127420902252, -0.08735302090644836, 1.0049971342086792, -1.1397597789764404, 0.024843299761414528, 0.12838700413703918, 0.2145056426525116, -0.13822604715824127, 0.2048223912715912, 1.0208882093429565, 0.2660498023033142, 0.04382631182670593, -0.1929100751876831]","[336.0, 1.0, 1.0, 4.0, 10.0, 935.0]","[2.0, 0.0, 0.0, 8.0, 0.0, 503.0]","[0.252299964427948, 0.28918129205703735, -0.14630362391471863, -0.06224444508552551, -1.1108037233352661, -0.21874727308750153, 0.12717337906360626, 0.2800115942955017, -0.42830541729927063, 0.29901713132858276, 0.22527562081813812, 0.45009419322013855, -0.16269159317016602, 0.13778527081012726, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.1919856071472168, 0.2530212700366974, -0.10735301673412323, 0.9849971532821655, -1.1197597980499268, 0.004843300208449364, 0.12717337906360626, 0.23450563848018646, -0.15822604298591614, 0.22482238709926605, 1.0008882284164429, 0.28604981303215027, 0.02382631227374077, -0.17291007936000824]","[256.0, 0.30000001192092896, 0.30000001192092896, 0.20000004768371582, 0.10000038146972656, 855.0]","[0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.9000000953674316, 0.800000011920929, 423.0]","[0.3686946928501129, 0.21257618069648743, -0.19662518799304962, 0.1389690786600113, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3477103114128113, -0.4057978391647339, 0.2632574737071991, 0.2601895034313202, 0.4349434971809387, -0.09499895572662354, 0.09417204558849335, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.252299964427948, 0.28918129205703735, -0.14630362391471863, -0.06224444508552551, -1.1108037233352661, -0.21874727308750153, 0.12717337906360626, 0.2800115942955017, -0.42830541729927063, 0.29901713132858276, 0.22527562081813812, 0.45009419322013855, -0.16269159317016602, 0.13778527081012726, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
