policy_step,dataset_index,dataset_frame,inference_s,loop_s,sent_to_robot,arm_state,left_hand_state,right_hand_state,predicted_action,limited_arm,limited_left_hand,limited_right_hand,dataset_state,dataset_action
0,0,0,1.22839915700024,1.331390322999141,True,"[-0.2548205852508545, 1.7999707460403442, 0.8555178642272949, 2.041069269180298, -1.305082082748413, 0.11128551512956619, -0.2398642748594284, 0.06321679055690765, 0.0008388957940042019, -0.010785802267491817, 1.5289593935012817, 0.28019118309020996, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 989.0]","[-0.022486157715320587, 0.19665977358818054, 0.06728936731815338, 0.887473464012146, -1.0157651901245117, -0.2835988998413086, -0.030355602502822876, -0.05631142854690552, -0.46540212631225586, 0.07903702557086945, 0.21430478990077972, 0.33067587018013, -0.2553662657737732, -0.15641632676124573, 0.30000022053718567, 0.3000004291534424, 0.2999998927116394, 0.19999955594539642, 0.10000050812959671, 0.0, 0.8804799914360046, 0.8795154094696045, 0.8794243931770325, 0.8762264251708984, 0.7759776711463928, 0.0]","[-0.24482057988643646, 1.7899707555770874, 0.8455178737640381, 2.031069278717041, -1.2950820922851562, 0.10128551721572876, -0.22986426949501038, 0.05321679264307022, -0.009161103516817093, -0.0007858024910092354, 1.518959403038025, 0.2901911735534668, 0.007461016997694969, -0.05986636132001877]","[287.0, 0.3000004291534424, 0.2999998927116394, 0.19999957084655762, 0.10000038146972656, 885.0]","[20.0, 0.8795156478881836, 0.8794243931770325, 0.8762264251708984, 539.0, 939.0]","[0.36773595213890076, 0.2125042825937271, -0.19506722688674927, 0.13865748047828674, -1.1988658905029297, -0.09092431515455246, 0.2910129427909851, 0.34811776876449585, -0.39933836460113525, 0.2565223276615143, 0.258667528629303, 0.43556666374206543, -0.10707905143499374, 0.08358997106552124, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24442234635353088, 0.28508755564689636, -0.13917025923728943, -0.055223532021045685, -1.1037503480911255, -0.2001938819885254, 0.139725923538208, 0.2734237611293793, -0.4169085919857025, 0.2973143756389618, 0.24402667582035065, 0.47058749198913574, -0.16312283277511597, 0.12246698141098022, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
1,1,1,0.013105200001518824,0.07356626799992227,True,"[-0.25483256578445435, 1.7999707460403442, 0.8555418848991394, 2.041081428527832, -1.3050941228866577, 0.11127353459596634, -0.2398642748594284, 0.06319282203912735, 0.0008388957940042019, -0.010761834681034088, 1.5289714336395264, 0.28019118309020996, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 989.0]","[-0.01832803338766098, 0.18891319632530212, 0.07746730744838715, 0.9169559478759766, -1.0229812860488892, -0.28805267810821533, -0.020635396242141724, -0.04607400298118591, -0.4629027247428894, 0.06408362090587616, 0.21642906963825226, 0.33703315258026123, -0.2573869228363037, -0.16140848398208618, 0.30000022053718567, 0.30000039935112, 0.2999998927116394, 0.19999957084655762, 0.10000048577785492, 0.0, 0.8858919739723206, 0.8849706649780273, 0.8848897218704224, 0.8825827836990356, 0.7823446989059448, 0.0]","[-0.24483256042003632, 1.7899707555770874, 0.8455418944358826, 2.031081438064575, -1.2950941324234009, 0.1012735366821289, -0.22986426949501038, 0.05319282412528992, -0.009161103516817093, -0.000761834904551506, 1.5189714431762695, 0.2901911735534668, 0.007461016997694969, -0.05986636132001877]","[287.0, 0.3000004291534424, 0.2999998927116394, 0.19999957084655762, 0.10000038146972656, 885.0]","[20.0, 0.8849706649780273, 0.8848897218704224, 0.8825826644897461, 539.0, 939.0]","[0.36773595213890076, 0.21249230206012726, -0.195235013961792, 0.1386454999446869, -1.1988658905029297, -0.09092431515455246, 0.2908931076526642, 0.3480578660964966, -0.39961397647857666, 0.2585356831550598, 0.25927871465682983, 0.43553072214126587, -0.10392720252275467, 0.08474045991897583, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24684642255306244, 0.28463566303253174, -0.1363241970539093, -0.06041140854358673, -1.1018574237823486, -0.1937672197818756, 0.13669143617153168, 0.27452579140663147, -0.41791626811027527, 0.29724210500717163, 0.24438706040382385, 0.4686964154243469, -0.16210435330867767, 0.12461793422698975, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
2,2,2,0.006041226999514038,0.08869572299954598,True,"[-0.25483256578445435, 1.7999826669692993, 0.8555298447608948, 2.041081428527832, -1.305070161819458, 0.11128551512956619, -0.2398642748594284, 0.06316885352134705, 0.0008388957940042019, -0.010845723561942577, 1.528935432434082, 0.28023913502693176, 0.017137441784143448, -0.050405651330947876]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 13.0, 0.0, 15.0, 589.0, 989.0]","[-0.014228999614715576, 0.18843013048171997, 0.07911641895771027, 0.9004583358764648, -1.0365225076675415, -0.2897225022315979, -0.027738749980926514, -0.053462207317352295, -0.4758204221725464, 0.06109318137168884, 0.14172285795211792, 0.30701786279678345, -0.283540815114975, -0.18447566032409668, 0.30000025033950806, 0.3000003695487976, 0.2999999225139618, 0.1999996155500412, 0.10000045597553253, 0.0, 0.8771993517875671, 0.8763883113861084, 0.8763007521629333, 0.8725466728210449, 0.7723488807678223, 0.0]","[-0.24483256042003632, 1.7899826765060425, 0.8455298542976379, 2.031081438064575, -1.2950701713562012, 0.10128551721572876, -0.22986426949501038, 0.05316885560750961, -0.009161103516817093, -0.0008457237854599953, 1.5189354419708252, 0.2902391254901886, 0.007137442007660866, -0.06040564924478531]","[287.0, 0.3000004291534424, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[20.0, 0.8763885498046875, 0.8763007521629333, 0.8725471496582031, 539.0, 939.0]","[0.36775991320610046, 0.21252824366092682, -0.19531890749931335, 0.1387174129486084, -1.1988658905029297, -0.0908883661031723, 0.2907852530479431, 0.3480818271636963, -0.39984169602394104, 0.25965023040771484, 0.2595663368701935, 0.4355546832084656, -0.10284861922264099, 0.08504006266593933, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24689100682735443, 0.2846303880214691, -0.1363029032945633, -0.0604422353208065, -1.1018520593643188, -0.19374361634254456, 0.13668397068977356, 0.2745389938354492, -0.4179222583770752, 0.29726067185401917, 0.2443813979625702, 0.4686882495880127, -0.1621003895998001, 0.12461652606725693, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
3,3,3,0.007378883999990649,0.07532611299939163,True,"[-0.2548205852508545, 1.7999587059020996, 0.8555178642272949, 2.041069269180298, -1.305082082748413, 0.11128551512956619, -0.2398642748594284, 0.06273742020130157, -0.00011984225420746952, -0.01085770782083273, 1.5288516283035278, 0.2802870571613312, 0.01690974272787571, -0.05074121057987213]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[58.0, 2.0, 0.0, 0.0, 578.0, 988.0]","[-0.01704791560769081, 0.18267925083637238, 0.08217750489711761, 0.9198220372200012, -1.0393645763397217, -0.2928355932235718, -0.01931700110435486, -0.05541062355041504, -0.47125935554504395, 0.05220086872577667, 0.16042044758796692, 0.3201982080936432, -0.284010112285614, -0.17944146692752838, 0.30000025033950806, 0.3000003695487976, 0.2999999523162842, 0.1999996155500412, 0.10000045597553253, 0.0, 0.8816111087799072, 0.8808100819587708, 0.8807369470596313, 0.8777129650115967, 0.7775027751922607, 0.0]","[-0.24482057988643646, 1.7899587154388428, 0.8455178737640381, 2.031069278717041, -1.2950820922851562, 0.10128551721572876, -0.22986426949501038, 0.05273742228746414, -0.010119842365384102, -0.0008577080443501472, 1.518851637840271, 0.290287047624588, 0.0069097429513931274, -0.060741208493709564]","[287.0, 0.3000004291534424, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[8.0, 0.880810022354126, 0.8807369470596313, 0.8777129650115967, 528.0, 938.0]","[0.3681793808937073, 0.2125042825937271, -0.19537882506847382, 0.13887320458889008, -1.1988539695739746, -0.09076852351427078, 0.2907373011112213, 0.348105788230896, -0.3998536765575409, 0.2610164284706116, 0.25985395908355713, 0.435518741607666, -0.0986781120300293, 0.08531569689512253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24807719886302948, 0.28516489267349243, -0.14065061509609222, -0.06366798281669617, -1.1009148359298706, -0.201852485537529, 0.13203182816505432, 0.276168555021286, -0.41826769709587097, 0.29840776324272156, 0.2408219873905182, 0.466248095035553, -0.16178582608699799, 0.12428159266710281, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
4,4,4,0.010091074000229128,0.09604914999908942,True,"[-0.25485652685165405, 1.7999707460403442, 0.8555418848991394, 2.041069269180298, -1.3050941228866577, 0.11127353459596634, -0.23987625539302826, 0.06268948316574097, -0.012259862385690212, -0.010785802267491817, 1.5288395881652832, 0.2802271246910095, 0.017005614936351776, -0.050345730036497116]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 4.0, 495.0, 908.0]","[-0.012629516422748566, 0.18592211604118347, 0.07999946177005768, 0.8936264514923096, -1.0409613847732544, -0.29467982053756714, -0.027667105197906494, -0.05186238884925842, -0.4805520176887512, 0.05053146183490753, 0.10861441493034363, 0.3150883615016937, -0.2918248772621155, -0.1843031793832779, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999966025352478, 0.10000042617321014, 0.0, 0.8785498142242432, 0.8778203129768372, 0.8777468800544739, 0.8742170333862305, 0.7740244269371033, 0.0]","[-0.24485652148723602, 1.7899707555770874, 0.8455418944358826, 2.031069278717041, -1.2950941324234009, 0.1012735366821289, -0.22987625002861023, 0.052689485251903534, -0.02225986123085022, -0.0007858024910092354, 1.5188395977020264, 0.29022711515426636, 0.007005615159869194, -0.06034573167562485]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[0.8785498142242432, 0.8778203129768372, 0.8777468800544739, 0.8742170333862305, 445.0, 858.0]","[0.36868271231651306, 0.21251626312732697, -0.19572636485099792, 0.13893312215805054, -1.1988539695739746, -0.09076852351427078, 0.29062944650650024, 0.3481297492980957, -0.3999974727630615, 0.26222681999206543, 0.2602614164352417, 0.4354947507381439, -0.09526260942220688, 0.08536363393068314, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25130826234817505, 0.28666701912879944, -0.14098431169986725, -0.06589779257774353, -1.1020902395248413, -0.2014167308807373, 0.13018003106117249, 0.27710941433906555, -0.42045536637306213, 0.29764172434806824, 0.24073772132396698, 0.4670392572879791, -0.16246454417705536, 0.12703220546245575, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
5,5,5,0.00793703999988793,0.0780293170009827,True,"[-0.25483256578445435, 1.7999707460403442, 0.8555418848991394, 2.041069269180298, -1.3050941228866577, 0.11128551512956619, -0.239912211894989, 0.06265352666378021, -0.012259862385690212, -0.01079778652638197, 1.5288276672363281, 0.2802271246910095, 0.016993630677461624, -0.050393667072057724]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 0.0, 509.0, 917.0]","[-0.009113196283578873, 0.1796674281358719, 0.09024812281131744, 0.9135386943817139, -1.0388041734695435, -0.29819566011428833, -0.016682326793670654, -0.0441628098487854, -0.47866764664649963, 0.033961668610572815, 0.08993208408355713, 0.3180568814277649, -0.296329528093338, -0.17974703013896942, 0.30000025033950806, 0.30000030994415283, 0.2999999523162842, 0.19999967515468597, 0.10000040382146835, 0.0, 0.8816562294960022, 0.8809880018234253, 0.88093501329422, 0.8779051303863525, 0.7777189612388611, 0.0]","[-0.24483256042003632, 1.7899707555770874, 0.8455418944358826, 2.031069278717041, -1.2950941324234009, 0.10128551721572876, -0.22991220653057098, 0.05265352874994278, -0.02225986123085022, -0.0007977867498993874, 1.5188276767730713, 0.29022711515426636, 0.006993630900979042, -0.060393668711185455]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[0.8816562294960022, 0.8809880018234253, 0.88093501329422, 0.8779051303863525, 459.0, 867.0]","[0.3686227798461914, 0.21254023909568787, -0.19567842781543732, 0.13887320458889008, -1.19884192943573, -0.09079249203205109, 0.2885202169418335, 0.3476743698120117, -0.4002012312412262, 0.26253843307495117, 0.26020148396492004, 0.4355067312717438, -0.09521467238664627, 0.0860946774482727, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2549981474876404, 0.2870613932609558, -0.14092257618904114, -0.06805554032325745, -1.1065564155578613, -0.2047654092311859, 0.12537433207035065, 0.2792743444442749, -0.4217317998409271, 0.2964577376842499, 0.2388928234577179, 0.4631003141403198, -0.16382800042629242, 0.13129085302352905, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
6,6,6,0.009157135998975718,0.08841526900141616,True,"[-0.25483256578445435, 1.7999467849731445, 0.8555418848991394, 2.0410454273223877, -1.3050941228866577, 0.11128551512956619, -0.2398882359266281, 0.06270146369934082, -0.012223909609019756, -0.010893660597503185, 1.5288395881652832, 0.280335009098053, 0.01696966215968132, -0.050513509660959244]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 0.0, 509.0, 917.0]","[-0.006682291626930237, 0.1796818971633911, 0.0854869931936264, 0.9128816723823547, -1.0417307615280151, -0.29611724615097046, -0.0206335186958313, -0.04555559158325195, -0.4801194369792938, 0.04137799143791199, 0.09675028920173645, 0.3180834650993347, -0.29049932956695557, -0.17771881818771362, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999967515468597, 0.10000041872262955, 0.0, 0.8814212083816528, 0.8807348608970642, 0.880671501159668, 0.8776106834411621, 0.7774267196655273, 0.0]","[-0.24483256042003632, 1.7899467945098877, 0.8455418944358826, 2.031045436859131, -1.2950941324234009, 0.10128551721572876, -0.22988823056221008, 0.05270146578550339, -0.022223908454179764, -0.0008936608210206032, 1.5188395977020264, 0.2903349995613098, 0.006969662383198738, -0.060513511300086975]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[0.8814212083816528, 0.8807348608970642, 0.880671501159668, 0.8776106834411621, 459.0, 867.0]","[0.3686707317829132, 0.21254023909568787, -0.19606192409992218, 0.13888518512248993, -1.1988539695739746, -0.09080447256565094, 0.28740569949150085, 0.34744665026664734, -0.4011719524860382, 0.26253843307495117, 0.2602134943008423, 0.4354468286037445, -0.09520268440246582, 0.0869215875864029, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25489333271980286, 0.2874063551425934, -0.1409178376197815, -0.06747577339410782, -1.1075489521026611, -0.20959724485874176, 0.12356153130531311, 0.2808116674423218, -0.4227813482284546, 0.29641422629356384, 0.23240554332733154, 0.4568215310573578, -0.16366742551326752, 0.1350734531879425, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
7,7,7,0.008974234999186592,0.0853113619996293,True,"[-0.25483256578445435, 1.7999707460403442, 0.8555418848991394, 2.041105270385742, -1.305082082748413, 0.11128551512956619, -0.2398642748594284, 0.06254567205905914, -0.011816445738077164, -0.010893660597503185, 1.5287796258926392, 0.2805507183074951, 0.01601092517375946, -0.06417552381753922]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 0.0, 509.0, 917.0]","[-0.008453361690044403, 0.17756739258766174, 0.09243185818195343, 0.9290887117385864, -1.042236089706421, -0.29619571566581726, -0.011273086071014404, -0.04145124554634094, -0.4748328924179077, 0.028452932834625244, 0.10607561469078064, 0.3344736397266388, -0.28896039724349976, -0.18048860132694244, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999966025352478, 0.10000044107437134, 0.0, 0.8814252018928528, 0.8806798458099365, 0.8806205987930298, 0.8775616884231567, 0.777351438999176, 0.0]","[-0.24483256042003632, 1.7899707555770874, 0.8455418944358826, 2.0311052799224854, -1.2950820922851562, 0.10128551721572876, -0.22986426949501038, 0.05254567414522171, -0.021816445514559746, -0.0008936608210206032, 1.5187796354293823, 0.29055070877075195, 0.006010925397276878, -0.07417552173137665]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 885.0]","[0.8814252018928528, 0.8806798458099365, 0.8806205987930298, 0.8775616884231567, 459.0, 867.0]","[0.3686946928501129, 0.21254023909568787, -0.19609788060188293, 0.13893312215805054, -1.1988779306411743, -0.09080447256565094, 0.2874176800251007, 0.34809380769729614, -0.4016273319721222, 0.262550413608551, 0.2602134943008423, 0.4351711869239807, -0.09515474736690521, 0.08778444677591324, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25315022468566895, 0.2873590886592865, -0.14541850984096527, -0.06472344696521759, -1.104962706565857, -0.21491335332393646, 0.12630820274353027, 0.27968114614486694, -0.4240519106388092, 0.2986530065536499, 0.23073317110538483, 0.45636704564094543, -0.16286036372184753, 0.1347084641456604, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
8,8,8,0.0066769940003723605,0.10446407800009183,True,"[-0.25483256578445435, 1.7999707460403442, 0.8555298447608948, 2.041081428527832, -1.305082082748413, 0.11126154661178589, -0.2398642748594284, 0.0629051998257637, -0.011804461479187012, -0.010785802267491817, 1.5288395881652832, 0.2805267572402954, 0.0168618056923151, -0.061898522078990936]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 0.0, 509.0, 917.0]","[-0.005237724632024765, 0.1763422191143036, 0.08903422951698303, 0.9186034202575684, -1.046764612197876, -0.29830706119537354, -0.014814436435699463, -0.0470544695854187, -0.48282137513160706, 0.02815946936607361, 0.06802275776863098, 0.32625237107276917, -0.298822283744812, -0.18404673039913177, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999969005584717, 0.10000041872262955, 0.0, 0.8792798519134521, 0.8786215782165527, 0.8785682916641235, 0.8751455545425415, 0.7749601006507874, 0.0]","[-0.24483256042003632, 1.7899707555770874, 0.8455298542976379, 2.031081438064575, -1.2950820922851562, 0.10126154869794846, -0.22986426949501038, 0.05290520191192627, -0.021804461255669594, -0.0007858024910092354, 1.5188395977020264, 0.29052674770355225, 0.0068618059158325195, -0.07189851999282837]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 885.0]","[0.8792798519134521, 0.8786215782165527, 0.8785682916641235, 0.8751455545425415, 459.0, 867.0]","[0.3686946928501129, 0.21256420016288757, -0.19633756577968597, 0.13895709812641144, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3479020595550537, -0.40392830967903137, 0.263005793094635, 0.26020148396492004, 0.4349434971809387, -0.09499895572662354, 0.09199091047048569, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25268545746803284, 0.28890952467918396, -0.14564628899097443, -0.06276678293943405, -1.1094121932983398, -0.21706220507621765, 0.12585130333900452, 0.2802010178565979, -0.427080899477005, 0.29866084456443787, 0.22760653495788574, 0.45402583479881287, -0.16312015056610107, 0.13579297065734863, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
9,9,9,0.015796630001204903,0.0758075829999143,True,"[-0.25483256578445435, 1.7999826669692993, 0.8555418848991394, 2.0410573482513428, -1.305082082748413, 0.11127353459596634, -0.23987625539302826, 0.06261757761240005, -0.011804461479187012, -0.010833739303052425, 1.5288035869598389, 0.2805267572402954, 0.016682041808962822, -0.062186144292354584]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[0.0, 1.0, 0.0, 0.0, 509.0, 917.0]","[-0.004775583744049072, 0.17667251825332642, 0.09166279435157776, 0.9102360010147095, -1.046500563621521, -0.3028879165649414, -0.01266583800315857, -0.037850379943847656, -0.48064106702804565, 0.03160226345062256, 0.08226263523101807, 0.31787919998168945, -0.29617321491241455, -0.17999139428138733, 0.30000025033950806, 0.30000028014183044, 0.29999998211860657, 0.19999971985816956, 0.10000037401914597, 0.0, 0.8833535313606262, 0.8827594518661499, 0.8827093839645386, 0.8799605369567871, 0.7797967195510864, 0.0]","[-0.24483256042003632, 1.7899826765060425, 0.8455418944358826, 2.031057357788086, -1.2950820922851562, 0.1012735366821289, -0.22987625002861023, 0.05261757969856262, -0.021804461255669594, -0.0008337395265698433, 1.518803596496582, 0.29052674770355225, 0.00668204203248024, -0.07218614220619202]","[287.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 885.0]","[0.8833535313606262, 0.8827594518661499, 0.8827093839645386, 0.8799605369567871, 459.0, 867.0]","[0.3686946928501129, 0.21257618069648743, -0.19662518799304962, 0.1389690786600113, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3477103114128113, -0.4057978391647339, 0.2632574737071991, 0.2601895034313202, 0.4349434971809387, -0.09499895572662354, 0.09417204558849335, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.252299964427948, 0.28918129205703735, -0.14630362391471863, -0.06224444508552551, -1.1108037233352661, -0.21874727308750153, 0.12717337906360626, 0.2800115942955017, -0.42830541729927063, 0.29901713132858276, 0.22527562081813812, 0.45009419322013855, -0.16269159317016602, 0.13778527081012726, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
