policy_step,dataset_index,dataset_frame,inference_s,action_source,loop_s,sent_to_robot,arm_state,left_hand_state,right_hand_state,predicted_action,limited_arm,limited_left_hand,limited_right_hand,dataset_state,dataset_action
0,0,0,0.0,dataset,0.000585296998906415,True,"[0.3706001937389374, 0.21014338731765747, -0.19788353145122528, 0.15571103990077972, -1.19884192943573, -0.08429703861474991, 0.28715401887893677, 0.346535861492157, -0.40036898851394653, 0.2651989161968231, 0.27484622597694397, 0.4240138828754425, -0.092985600233078, 0.0827271044254303]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[594.0, 672.0, 760.0, 805.0, 795.0, 0.0]","[0.24442234635353088, 0.28508755564689636, -0.13917025923728943, -0.055223532021045685, -1.1037503480911255, -0.2001938819885254, 0.139725923538208, 0.2734237611293793, -0.4169085919857025, 0.2973143756389618, 0.24402667582035065, 0.47058749198913574, -0.16312283277511597, 0.12246698141098022, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3506001830101013, 0.23014338314533234, -0.17788353562355042, 0.13571104407310486, -1.1788419485092163, -0.10429704189300537, 0.2671540081501007, 0.3265358507633209, -0.4169085919857025, 0.2851989269256592, 0.2548462152481079, 0.44401389360427856, -0.11298559606075287, 0.10272710025310516]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[644.0, 722.0, 810.0, 855.0, 800.0, 0.0]","[0.36773595213890076, 0.2125042825937271, -0.19506722688674927, 0.13865748047828674, -1.1988658905029297, -0.09092431515455246, 0.2910129427909851, 0.34811776876449585, -0.39933836460113525, 0.2565223276615143, 0.258667528629303, 0.43556666374206543, -0.10707905143499374, 0.08358997106552124, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24442234635353088, 0.28508755564689636, -0.13917025923728943, -0.055223532021045685, -1.1037503480911255, -0.2001938819885254, 0.139725923538208, 0.2734237611293793, -0.4169085919857025, 0.2973143756389618, 0.24402667582035065, 0.47058749198913574, -0.16312283277511597, 0.12246698141098022, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
1,1,1,0.0,dataset,0.0004934480020892806,True,"[0.369917094707489, 0.21194101870059967, -0.19515112042427063, 0.15580691397190094, -1.1949830055236816, -0.08451275527477264, 0.2831273078918457, 0.3428926467895508, -0.40495896339416504, 0.27280890941619873, 0.27490612864494324, 0.4295026361942291, -0.09321330487728119, 0.08640626072883606]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[594.0, 672.0, 760.0, 805.0, 795.0, 0.0]","[0.24684642255306244, 0.28463566303253174, -0.1363241970539093, -0.06041140854358673, -1.1018574237823486, -0.1937672197818756, 0.13669143617153168, 0.27452579140663147, -0.41791626811027527, 0.29724210500717163, 0.24438706040382385, 0.4686964154243469, -0.16210435330867767, 0.12461793422698975, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.34991708397865295, 0.23194101452827454, -0.17515112459659576, 0.13580691814422607, -1.174983024597168, -0.10451275110244751, 0.26312729716300964, 0.3228926360607147, -0.41791626811027527, 0.2928089201450348, 0.2549061179161072, 0.4495026469230652, -0.11321330070495605, 0.10640625655651093]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[644.0, 722.0, 810.0, 855.0, 800.0, 0.0]","[0.36773595213890076, 0.21249230206012726, -0.195235013961792, 0.1386454999446869, -1.1988658905029297, -0.09092431515455246, 0.2908931076526642, 0.3480578660964966, -0.39961397647857666, 0.2585356831550598, 0.25927871465682983, 0.43553072214126587, -0.10392720252275467, 0.08474045991897583, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24684642255306244, 0.28463566303253174, -0.1363241970539093, -0.06041140854358673, -1.1018574237823486, -0.1937672197818756, 0.13669143617153168, 0.27452579140663147, -0.41791626811027527, 0.29724210500717163, 0.24438706040382385, 0.4686964154243469, -0.16210435330867767, 0.12461793422698975, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
2,2,2,0.0,dataset,0.00046099999963189475,True,"[0.36646562814712524, 0.2150808870792389, -0.1906929910182953, 0.1557949334383011, -1.1910042762756348, -0.08496815711259842, 0.2802511155605316, 0.33781135082244873, -0.4098604917526245, 0.28194087743759155, 0.27477431297302246, 0.4381912052631378, -0.09329719096422195, 0.09402823448181152]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[594.0, 672.0, 760.0, 805.0, 795.0, 0.0]","[0.24689100682735443, 0.2846303880214691, -0.1363029032945633, -0.0604422353208065, -1.1018520593643188, -0.19374361634254456, 0.13668397068977356, 0.2745389938354492, -0.4179222583770752, 0.29726067185401917, 0.2443813979625702, 0.4686882495880127, -0.1621003895998001, 0.12461652606725693, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3464656174182892, 0.23508088290691376, -0.17069299519062042, 0.13579493761062622, -1.171004295349121, -0.10496816039085388, 0.26025110483169556, 0.31781134009361267, -0.4179222583770752, 0.29726067185401917, 0.2547743022441864, 0.4581912159919739, -0.11329719424247742, 0.11402823030948639]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[644.0, 722.0, 810.0, 855.0, 800.0, 0.0]","[0.36775991320610046, 0.21252824366092682, -0.19531890749931335, 0.1387174129486084, -1.1988658905029297, -0.0908883661031723, 0.2907852530479431, 0.3480818271636963, -0.39984169602394104, 0.25965023040771484, 0.2595663368701935, 0.4355546832084656, -0.10284861922264099, 0.08504006266593933, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24689100682735443, 0.2846303880214691, -0.1363029032945633, -0.0604422353208065, -1.1018520593643188, -0.19374361634254456, 0.13668397068977356, 0.2745389938354492, -0.4179222583770752, 0.29726067185401917, 0.2443813979625702, 0.4686882495880127, -0.1621003895998001, 0.12461652606725693, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
3,3,3,0.0,dataset,0.0004384970015962608,True,"[0.36197152733802795, 0.21928735077381134, -0.1856236606836319, 0.15578293800354004, -1.1841613054275513, -0.08531569689512253, 0.27811792492866516, 0.33386853337287903, -0.4106394648551941, 0.2885681688785553, 0.27470239996910095, 0.4431646764278412, -0.0933091789484024, 0.0998765304684639]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[599.0, 677.0, 769.0, 812.0, 803.0, 0.0]","[0.24807719886302948, 0.28516489267349243, -0.14065061509609222, -0.06366798281669617, -1.1009148359298706, -0.201852485537529, 0.13203182816505432, 0.276168555021286, -0.41826769709587097, 0.29840776324272156, 0.2408219873905182, 0.466248095035553, -0.16178582608699799, 0.12428159266710281, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3419715166091919, 0.2392873466014862, -0.16562366485595703, 0.13578294217586517, -1.1641613245010376, -0.10531570017337799, 0.2581179141998291, 0.31386852264404297, -0.41826769709587097, 0.29840776324272156, 0.2547023892402649, 0.46316468715667725, -0.11330917477607727, 0.11987653374671936]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[649.0, 727.0, 819.0, 862.0, 800.0, 0.0]","[0.3681793808937073, 0.2125042825937271, -0.19537882506847382, 0.13887320458889008, -1.1988539695739746, -0.09076852351427078, 0.2907373011112213, 0.348105788230896, -0.3998536765575409, 0.2610164284706116, 0.25985395908355713, 0.435518741607666, -0.0986781120300293, 0.08531569689512253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24807719886302948, 0.28516489267349243, -0.14065061509609222, -0.06366798281669617, -1.1009148359298706, -0.201852485537529, 0.13203182816505432, 0.276168555021286, -0.41826769709587097, 0.29840776324272156, 0.2408219873905182, 0.466248095035553, -0.16178582608699799, 0.12428159266710281, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
4,4,4,0.0,dataset,0.0004353259973868262,True,"[0.35635092854499817, 0.2259865403175354, -0.18031466007232666, 0.15571103990077972, -1.177689790725708, -0.08593887835741043, 0.27306056022644043, 0.32954221963882446, -0.410531610250473, 0.294308602809906, 0.27454662322998047, 0.44783851504325867, -0.09333314746618271, 0.10693524032831192]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[599.0, 677.0, 769.0, 812.0, 803.0, 0.0]","[0.25130826234817505, 0.28666701912879944, -0.14098431169986725, -0.06589779257774353, -1.1020902395248413, -0.2014167308807373, 0.13018003106117249, 0.27710941433906555, -0.42045536637306213, 0.29764172434806824, 0.24073772132396698, 0.4670392572879791, -0.16246454417705536, 0.12703220546245575, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3363509178161621, 0.24598653614521027, -0.1603146642446518, 0.13571104407310486, -1.1576898097991943, -0.1059388816356659, 0.25306054949760437, 0.3095422089099884, -0.42045536637306213, 0.29764172434806824, 0.2545466125011444, 0.4670392572879791, -0.11333315074443817, 0.12693524360656738]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[649.0, 727.0, 819.0, 862.0, 800.0, 0.0]","[0.36868271231651306, 0.21251626312732697, -0.19572636485099792, 0.13893312215805054, -1.1988539695739746, -0.09076852351427078, 0.29062944650650024, 0.3481297492980957, -0.3999974727630615, 0.26222681999206543, 0.2602614164352417, 0.4354947507381439, -0.09526260942220688, 0.08536363393068314, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25130826234817505, 0.28666701912879944, -0.14098431169986725, -0.06589779257774353, -1.1020902395248413, -0.2014167308807373, 0.13018003106117249, 0.27710941433906555, -0.42045536637306213, 0.29764172434806824, 0.24073772132396698, 0.4670392572879791, -0.16246454417705536, 0.12703220546245575, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
5,5,5,0.0,dataset,0.0004844590002903715,True,"[0.3515452742576599, 0.23171499371528625, -0.17353157699108124, 0.1555672287940979, -1.1729919910430908, -0.08628641813993454, 0.26557043194770813, 0.32592299580574036, -0.41051962971687317, 0.2971368730068207, 0.27445074915885925, 0.4520210027694702, -0.09333314746618271, 0.1161031723022461]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[616.0, 691.0, 780.0, 838.0, 804.0, 0.0]","[0.2549981474876404, 0.2870613932609558, -0.14092257618904114, -0.06805554032325745, -1.1065564155578613, -0.2047654092311859, 0.12537433207035065, 0.2792743444442749, -0.4217317998409271, 0.2964577376842499, 0.2388928234577179, 0.4631003141403198, -0.16382800042629242, 0.13129085302352905, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.33154526352882385, 0.2517150044441223, -0.15353158116340637, 0.13556723296642303, -1.1529920101165771, -0.10628642141819, 0.24557043612003326, 0.3059229850769043, -0.4217317998409271, 0.2964577376842499, 0.2544507384300232, 0.4631003141403198, -0.11333315074443817, 0.13129085302352905]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[666.0, 741.0, 830.0, 888.0, 800.0, 0.0]","[0.3686227798461914, 0.21254023909568787, -0.19567842781543732, 0.13887320458889008, -1.19884192943573, -0.09079249203205109, 0.2885202169418335, 0.3476743698120117, -0.4002012312412262, 0.26253843307495117, 0.26020148396492004, 0.4355067312717438, -0.09521467238664627, 0.0860946774482727, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2549981474876404, 0.2870613932609558, -0.14092257618904114, -0.06805554032325745, -1.1065564155578613, -0.2047654092311859, 0.12537433207035065, 0.2792743444442749, -0.4217317998409271, 0.2964577376842499, 0.2388928234577179, 0.4631003141403198, -0.16382800042629242, 0.13129085302352905, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
6,6,6,0.0,dataset,0.001952436999999918,True,"[0.3467995226383209, 0.23729965090751648, -0.1666766107082367, 0.15525563061237335, -1.1680185794830322, -0.08682571351528168, 0.26075276732444763, 0.32218390703201294, -0.4105795621871948, 0.29881468415260315, 0.27445074915885925, 0.4525003731250763, -0.09335711598396301, 0.12275441735982895]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[642.0, 718.0, 807.0, 850.0, 800.0, 0.0]","[0.25489333271980286, 0.2874063551425934, -0.1409178376197815, -0.06747577339410782, -1.1075489521026611, -0.20959724485874176, 0.12356153130531311, 0.2808116674423218, -0.4227813482284546, 0.29641422629356384, 0.23240554332733154, 0.4568215310573578, -0.16366742551326752, 0.1350734531879425, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.32679951190948486, 0.25729966163635254, -0.14667661488056183, 0.1352556347846985, -1.1480185985565186, -0.10682570934295654, 0.24075277149677277, 0.3021838963031769, -0.4227813482284546, 0.29641422629356384, 0.2544507384300232, 0.4568215310573578, -0.11335711181163788, 0.1350734531879425]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[692.0, 768.0, 857.0, 900.0, 800.0, 0.0]","[0.3686707317829132, 0.21254023909568787, -0.19606192409992218, 0.13888518512248993, -1.1988539695739746, -0.09080447256565094, 0.28740569949150085, 0.34744665026664734, -0.4011719524860382, 0.26253843307495117, 0.2602134943008423, 0.4354468286037445, -0.09520268440246582, 0.0869215875864029, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25489333271980286, 0.2874063551425934, -0.1409178376197815, -0.06747577339410782, -1.1075489521026611, -0.20959724485874176, 0.12356153130531311, 0.2808116674423218, -0.4227813482284546, 0.29641422629356384, 0.23240554332733154, 0.4568215310573578, -0.16366742551326752, 0.1350734531879425, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
7,7,7,0.0,dataset,0.0015557929982605856,True,"[0.34030404686927795, 0.24275246262550354, -0.15965384244918823, 0.1552436500787735, -1.1604444980621338, -0.08762865513563156, 0.258260041475296, 0.31776171922683716, -0.41072335839271545, 0.29943785071372986, 0.27440279722213745, 0.45181727409362793, -0.09335711598396301, 0.126960888504982]","[300.0, 298.0, 299.0, 207.0, 1000.0, 0.0]","[642.0, 718.0, 807.0, 850.0, 800.0, 0.0]","[0.25315022468566895, 0.2873590886592865, -0.14541850984096527, -0.06472344696521759, -1.104962706565857, -0.21491335332393646, 0.12630820274353027, 0.27968114614486694, -0.4240519106388092, 0.2986530065536499, 0.23073317110538483, 0.45636704564094543, -0.16286036372184753, 0.1347084641456604, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3203040361404419, 0.2627524733543396, -0.14541850984096527, 0.13524365425109863, -1.1404445171356201, -0.10762865841388702, 0.23826004564762115, 0.2977617084980011, -0.4240519106388092, 0.2986530065536499, 0.2544027864933014, 0.45636704564094543, -0.11335711181163788, 0.1347084641456604]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[692.0, 768.0, 857.0, 900.0, 800.0, 0.0]","[0.3686946928501129, 0.21254023909568787, -0.19609788060188293, 0.13893312215805054, -1.1988779306411743, -0.09080447256565094, 0.2874176800251007, 0.34809380769729614, -0.4016273319721222, 0.262550413608551, 0.2602134943008423, 0.4351711869239807, -0.09515474736690521, 0.08778444677591324, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25315022468566895, 0.2873590886592865, -0.14541850984096527, -0.06472344696521759, -1.104962706565857, -0.21491335332393646, 0.12630820274353027, 0.27968114614486694, -0.4240519106388092, 0.2986530065536499, 0.23073317110538483, 0.45636704564094543, -0.16286036372184753, 0.1347084641456604, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
8,8,8,0.0,dataset,0.00036424000063561834,True,"[0.33373671770095825, 0.246958926320076, -0.15494404733181, 0.15525563061237335, -1.1546801328659058, -0.08835969120264053, 0.256690114736557, 0.3140586018562317, -0.4113105833530426, 0.30003705620765686, 0.27419906854629517, 0.45158958435058594, -0.09341703355312347, 0.1275121569633484]","[300.0, 298.0, 299.0, 208.0, 1000.0, 0.0]","[648.0, 726.0, 818.0, 860.0, 800.0, 0.0]","[0.25268545746803284, 0.28890952467918396, -0.14564628899097443, -0.06276678293943405, -1.1094121932983398, -0.21706220507621765, 0.12585130333900452, 0.2802010178565979, -0.427080899477005, 0.29866084456443787, 0.22760653495788574, 0.45402583479881287, -0.16312015056610107, 0.13579297065734863, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3137367069721222, 0.26695892214775085, -0.14564628899097443, 0.1352556347846985, -1.134680151939392, -0.108359694480896, 0.23669011890888214, 0.29405859112739563, -0.427080899477005, 0.29866084456443787, 0.2541990578174591, 0.45402583479881287, -0.11341702938079834, 0.13579297065734863]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[698.0, 776.0, 868.0, 900.0, 800.0, 0.0]","[0.3686946928501129, 0.21256420016288757, -0.19633756577968597, 0.13895709812641144, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3479020595550537, -0.40392830967903137, 0.263005793094635, 0.26020148396492004, 0.4349434971809387, -0.09499895572662354, 0.09199091047048569, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25268545746803284, 0.28890952467918396, -0.14564628899097443, -0.06276678293943405, -1.1094121932983398, -0.21706220507621765, 0.12585130333900452, 0.2802010178565979, -0.427080899477005, 0.29866084456443787, 0.22760653495788574, 0.45402583479881287, -0.16312015056610107, 0.13579297065734863, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
9,9,9,0.0,dataset,0.0003977919986937195,True,"[0.3278644382953644, 0.2520761787891388, -0.1528468132019043, 0.1551957130432129, -1.1488198041915894, -0.09051685035228729, 0.2535023093223572, 0.309660404920578, -0.4127606749534607, 0.3011516034603119, 0.27419906854629517, 0.45111021399497986, -0.09339306503534317, 0.12769192457199097]","[300.0, 298.0, 299.0, 208.0, 1000.0, 0.0]","[648.0, 726.0, 818.0, 860.0, 800.0, 0.0]","[0.252299964427948, 0.28918129205703735, -0.14630362391471863, -0.06224444508552551, -1.1108037233352661, -0.21874727308750153, 0.12717337906360626, 0.2800115942955017, -0.42830541729927063, 0.29901713132858276, 0.22527562081813812, 0.45009419322013855, -0.16269159317016602, 0.13778527081012726, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]","[0.3078644275665283, 0.27207618951797485, -0.14630362391471863, 0.13519571721553802, -1.1288198232650757, -0.11051684617996216, 0.2335023134946823, 0.28966039419174194, -0.42830541729927063, 0.29901713132858276, 0.2541990578174591, 0.45009419322013855, -0.11339306831359863, 0.13778527081012726]","[300.0, 300.0, 300.0, 200.0, 950.0, 0.0]","[698.0, 776.0, 868.0, 900.0, 800.0, 0.0]","[0.3686946928501129, 0.21257618069648743, -0.19662518799304962, 0.1389690786600113, -1.1988779306411743, -0.090864397585392, 0.28740569949150085, 0.3477103114128113, -0.4057978391647339, 0.2632574737071991, 0.2601895034313202, 0.4349434971809387, -0.09499895572662354, 0.09417204558849335, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.252299964427948, 0.28918129205703735, -0.14630362391471863, -0.06224444508552551, -1.1108037233352661, -0.21874727308750153, 0.12717337906360626, 0.2800115942955017, -0.42830541729927063, 0.29901713132858276, 0.22527562081813812, 0.45009419322013855, -0.16269159317016602, 0.13778527081012726, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
