policy_step,dataset_index,dataset_frame,inference_s,loop_s,sent_to_robot,arm_state,left_hand_state,right_hand_state,predicted_action,limited_arm,limited_left_hand,limited_right_hand,dataset_state,dataset_action
10,10,10,0.006442769999921438,0.08616879700093705,False,"[-0.2548205852508545, 1.798568606376648, 0.8555538654327393, 2.041069269180298, -1.3051060438156128, 0.11128551512956619, -0.23987625539302826, 0.0632048025727272, 0.000862864195369184, -0.010809770785272121, 1.528935432434082, 0.28019118309020996, 0.0174490325152874, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[-0.006487108767032623, 0.17398133873939514, 0.09349296987056732, 0.9255281090736389, -1.0467780828475952, -0.2991459369659424, -0.008563637733459473, -0.045940935611724854, -0.4823372960090637, 0.021540969610214233, 0.06497469544410706, 0.3380900025367737, -0.29515403509140015, -0.1827949434518814, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041127204895, 0.0, 0.8835058212280273, 0.8828684091567993, 0.8828250169754028, 0.8801009654998779, 0.7799152135848999, 0.0]","[-0.23482058942317963, 1.7785686254501343, 0.8355538845062256, 2.021069288253784, -1.2851060628890991, 0.09128551185131073, -0.2198762595653534, 0.04320480301976204, -0.01913713477551937, 0.009190228767693043, 1.5089354515075684, 0.300191193819046, -0.002550967037677765, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8835067749023438, 0.882868766784668, 0.8828250169754028, 0.880101203918457, 509.0, 908.0]","[0.3686946928501129, 0.21260015666484833, -0.19734424352645874, 0.13895709812641144, -1.1988658905029297, -0.09087637811899185, 0.2874176800251007, 0.3476863503456116, -0.4099084436893463, 0.26331740617752075, 0.2601895034313202, 0.43473976850509644, -0.09499895572662354, 0.09741976857185364, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25082939863204956, 0.28751885890960693, -0.1458432972431183, -0.0598161406815052, -1.109033226966858, -0.21911953389644623, 0.1271352916955948, 0.27719858288764954, -0.42869555950164795, 0.2998352348804474, 0.22691300511360168, 0.4493473470211029, -0.16358830034732819, 0.13994048535823822, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
11,11,11,0.008243197999036056,0.065957327000433,False,"[-0.25483256578445435, 1.7986044883728027, 0.8555538654327393, 2.041069269180298, -1.305082082748413, 0.11128551512956619, -0.2398882359266281, 0.0632048025727272, 0.0008388957940042019, -0.01079778652638197, 1.5289833545684814, 0.2801792025566101, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.005524598062038422, 0.1707739681005478, 0.10638776421546936, 0.9452182054519653, -1.0472291707992554, -0.30023646354675293, 0.0015456676483154297, -0.0208512544631958, -0.475959450006485, 0.009626269340515137, 0.06802192330360413, 0.3487822115421295, -0.290066659450531, -0.1695551872253418, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041127204895, 0.0, 0.8865001201629639, 0.8858345746994019, 0.8857910633087158, 0.8835650682449341, 0.7833719253540039, 0.0]","[-0.23483256995677948, 1.778604507446289, 0.8355538845062256, 2.021069288253784, -1.2850821018218994, 0.09128551185131073, -0.21988824009895325, 0.04320480301976204, -0.019161103293299675, 0.009202213026583195, 1.5089833736419678, 0.30017921328544617, -0.002538982778787613, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8864974975585938, 0.8858346939086914, 0.8857910633087158, 0.8835649490356445, 509.0, 908.0]","[0.36868271231651306, 0.21261213719844818, -0.19811122119426727, 0.1390170156955719, -1.1988658905029297, -0.09087637811899185, 0.2874176800251007, 0.3476743698120117, -0.4147021174430847, 0.2636289894580841, 0.26020148396492004, 0.434631884098053, -0.09498696774244308, 0.10029598325490952, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2499750852584839, 0.2862946391105652, -0.1455591470003128, -0.06044862046837807, -1.1060444116592407, -0.21826070547103882, 0.13016201555728912, 0.276179701089859, -0.42830049991607666, 0.3010003864765167, 0.22661350667476654, 0.4477982819080353, -0.16427814960479736, 0.14191170036792755, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
12,12,12,0.005898082999920007,0.07412594000015815,False,"[-0.2548205852508545, 1.798580527305603, 0.8555538654327393, 2.0410573482513428, -1.305082082748413, 0.11127353459596634, -0.23987625539302826, 0.06321679055690765, 0.000850879994686693, -0.01079778652638197, 1.5289593935012817, 0.28019118309020996, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.0030034705996513367, 0.1723664402961731, 0.10551781952381134, 0.927692711353302, -1.0462173223495483, -0.2995607256889343, 0.00573393702507019, -0.020272403955459595, -0.47299861907958984, 0.00797685980796814, 0.0672750174999237, 0.36308878660202026, -0.288051962852478, -0.16642306745052338, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999969005584717, 0.10000043362379074, 0.0, 0.8869519829750061, 0.8862180113792419, 0.8861743211746216, 0.8840227127075195, 0.7838129997253418, 0.0]","[-0.23482058942317963, 1.7785805463790894, 0.8355538845062256, 2.021057367324829, -1.2850821018218994, 0.09127353131771088, -0.2198762595653534, 0.04321679100394249, -0.019149119034409523, 0.007976860739290714, 1.508959412574768, 0.300191193819046, -0.002538982778787613, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8869552612304688, 0.8862180709838867, 0.8861743211746216, 0.8840227127075195, 509.0, 908.0]","[0.3686707317829132, 0.2126840502023697, -0.19878233969211578, 0.13905297219753265, -1.198830008506775, -0.0908883661031723, 0.28740569949150085, 0.3476863503456116, -0.4220125079154968, 0.26431208848953247, 0.2601895034313202, 0.4342483878135681, -0.09498696774244308, 0.105341337621212, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2491384744644165, 0.28690165281295776, -0.14469189941883087, -0.058852922171354294, -1.1055412292480469, -0.21729536354541779, 0.12956728041172028, 0.27553752064704895, -0.42823877930641174, 0.3018815517425537, 0.22851675748825073, 0.4470301568508148, -0.16587397456169128, 0.1425362378358841, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
13,13,13,0.010272613999404712,0.06809187999897404,False,"[-0.25480860471725464, 1.7985565662384033, 0.8555538654327393, 2.041081428527832, -1.3051060438156128, 0.11127353459596634, -0.2398882359266281, 0.06322877109050751, 0.0008388957940042019, -0.01079778652638197, 1.5289474725723267, 0.28016722202301025, 0.0174490325152874, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.0028752274811267853, 0.17449985444545746, 0.10263991355895996, 0.9180265665054321, -1.05321204662323, -0.3006799519062042, -0.0065392255783081055, -0.00952807068824768, -0.47506704926490784, 0.01592850685119629, 0.07291203737258911, 0.34819495677948, -0.28801408410072327, -0.15699061751365662, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999969005584717, 0.10000043362379074, 0.0, 0.8843443393707275, 0.8836406469345093, 0.8835898041725159, 0.8810154795646667, 0.7808083295822144, 0.0]","[-0.23480860888957977, 1.7785565853118896, 0.8355538845062256, 2.0210814476013184, -1.2851060628890991, 0.09127353131771088, -0.21988824009895325, 0.04322877153754234, -0.019161103293299675, 0.009202213026583195, 1.508947491645813, 0.3001672327518463, -0.002550967037677765, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8843460083007812, 0.8836402893066406, 0.8835898041725159, 0.8810157775878906, 509.0, 908.0]","[0.36868271231651306, 0.21274396777153015, -0.1989501267671585, 0.1390649527311325, -1.19884192943573, -0.0908883661031723, 0.2874176800251007, 0.3476743698120117, -0.4250684976577759, 0.26488733291625977, 0.2601655423641205, 0.43418848514556885, -0.09499895572662354, 0.10644388943910599, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24855397641658783, 0.28726768493652344, -0.14488840103149414, -0.056716468185186386, -1.1043035984039307, -0.21797728538513184, 0.12885341048240662, 0.27492791414260864, -0.428251177072525, 0.30280178785324097, 0.2304433137178421, 0.44608911871910095, -0.167300745844841, 0.1419447958469391, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
14,14,14,0.005608004999885452,0.07498470000064117,False,"[-0.2548205852508545, 1.7985925674438477, 0.8555418848991394, 2.0410573482513428, -1.3051060438156128, 0.11127353459596634, -0.2398882359266281, 0.06322877109050751, 0.0008388957940042019, -0.010809770785272121, 1.5289593935012817, 0.2801792025566101, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.004175715148448944, 0.17252638936042786, 0.1010427474975586, 0.9194728136062622, -1.0524414777755737, -0.30126816034317017, 0.0005716383457183838, -0.016070395708084106, -0.47445541620254517, 0.015226215124130249, 0.06096521019935608, 0.3503456711769104, -0.29311758279800415, -0.16920189559459686, 0.30000025033950806, 0.3000003397464752, 0.29999998211860657, 0.19999967515468597, 0.10000044107437134, 0.0, 0.8846434354782104, 0.8839031457901001, 0.8838522434234619, 0.881321907043457, 0.781114935874939, 0.0]","[-0.23482058942317963, 1.778592586517334, 0.8355419039726257, 2.021057367324829, -1.2851060628890991, 0.09127353131771088, -0.21988824009895325, 0.04322877153754234, -0.019161103293299675, 0.009190228767693043, 1.508959412574768, 0.30017921328544617, -0.002538982778787613, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 855.0]","[0.8846435546875, 0.8839035034179688, 0.8838522434234619, 0.881321907043457, 509.0, 908.0]","[0.36868271231651306, 0.21281586587429047, -0.19897408783435822, 0.13911288976669312, -1.198830008506775, -0.0908883661031723, 0.28740569949150085, 0.34774625301361084, -0.4293108880519867, 0.2655104994773865, 0.2602134943008423, 0.4340686500072479, -0.09499895572662354, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24735702574253082, 0.2865605056285858, -0.14575673639774323, -0.054714053869247437, -1.1022804975509644, -0.21803990006446838, 0.12891247868537903, 0.2736210227012634, -0.42803335189819336, 0.3042966425418854, 0.23235781490802765, 0.4452287554740906, -0.16945780813694, 0.14082524180412292, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
15,15,15,0.006670729999314062,0.06688333599959151,False,"[-0.2548205852508545, 1.798580527305603, 0.8555418848991394, 2.041081428527832, -1.305082082748413, 0.11128551512956619, -0.23987625539302826, 0.06321679055690765, 0.000862864195369184, -0.010809770785272121, 1.5289593935012817, 0.28016722202301025, 0.0174490325152874, -0.049854375422000885]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.010989047586917877, 0.17077597975730896, 0.11408980190753937, 0.9497050046920776, -1.0464584827423096, -0.3070177137851715, 0.003998547792434692, 0.0026646852493286133, -0.4756377339363098, 0.002270430326461792, 0.048866838216781616, 0.3588308095932007, -0.29389268159866333, -0.15749415755271912, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041872262955, 0.0, 0.8857314586639404, 0.8850737810134888, 0.8850312232971191, 0.8826788663864136, 0.7824845910072327, 0.0]","[-0.23482058942317963, 1.7785805463790894, 0.8355419039726257, 2.0210814476013184, -1.2850821018218994, 0.09128551185131073, -0.2198762595653534, 0.04321679100394249, -0.01913713477551937, 0.002270430326461792, 1.508959412574768, 0.3001672327518463, -0.002550967037677765, -0.06985437870025635]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8857345581054688, 0.8850736618041992, 0.8850312232971191, 0.8826789855957031, 509.0, 908.0]","[0.3686946928501129, 0.21286380290985107, -0.19910591840744019, 0.13923272490501404, -1.19884192943573, -0.0908883661031723, 0.28740569949150085, 0.3476983308792114, -0.43169575929641724, 0.26569026708602905, 0.26020148396492004, 0.4339008629322052, -0.09499895572662354, 0.10699516534805298, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24637237191200256, 0.28585565090179443, -0.1454000324010849, -0.054658032953739166, -1.1008025407791138, -0.2161467969417572, 0.12908940017223358, 0.27248266339302063, -0.4279784858226776, 0.30493438243865967, 0.23247240483760834, 0.44536468386650085, -0.17082545161247253, 0.14122359454631805, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
16,16,16,0.005698176999430871,0.0787628730013239,False,"[-0.2548205852508545, 1.7985925674438477, 0.8555418848991394, 2.041069269180298, -1.305082082748413, 0.11128551512956619, -0.2398882359266281, 0.06322877109050751, 0.0008388957940042019, -0.01079778652638197, 1.5289474725723267, 0.28019118309020996, 0.017437048256397247, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.0034451670944690704, 0.1673775613307953, 0.10930825769901276, 0.9479888677597046, -1.0490974187850952, -0.30539724230766296, 0.007317006587982178, -0.02494591474533081, -0.4833301603794098, -0.0013079345226287842, 0.03072047233581543, 0.3638273775577545, -0.29545608162879944, -0.16864462196826935, 0.30000025033950806, 0.30000028014183044, 0.30000001192092896, 0.19999974966049194, 0.10000038892030716, 0.0, 0.8865152597427368, 0.8859278559684753, 0.8859003186225891, 0.8836706280708313, 0.7834869623184204, 0.0]","[-0.23482058942317963, 1.778592586517334, 0.8355419039726257, 2.021069288253784, -1.2850821018218994, 0.09128551185131073, -0.21988824009895325, 0.04322877153754234, -0.019161103293299675, -0.0013079345226287842, 1.508947491645813, 0.300191193819046, -0.002562951296567917, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.30000001192092896, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8865127563476562, 0.8859281539916992, 0.8859003186225891, 0.8836708068847656, 509.0, 908.0]","[0.3686946928501129, 0.21287579834461212, -0.1995253711938858, 0.13923272490501404, -1.1988060474395752, -0.0908883661031723, 0.2874176800251007, 0.3476503789424896, -0.4324747323989868, 0.2660258412361145, 0.2601895034313202, 0.433804988861084, -0.09501093626022339, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24674375355243683, 0.2856728434562683, -0.145380899310112, -0.05598191171884537, -1.0989303588867188, -0.21495096385478973, 0.13138623535633087, 0.2723100483417511, -0.4281614422798157, 0.3055116534233093, 0.23066066205501556, 0.44632935523986816, -0.169511079788208, 0.13948003947734833, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
17,17,17,0.006217174999619601,0.06480930100042315,False,"[-0.25480860471725464, 1.7986044883728027, 0.8555298447608948, 2.041069269180298, -1.3051060438156128, 0.11127353459596634, -0.23987625539302826, 0.0632048025727272, 0.0008388957940042019, -0.01079778652638197, 1.5289593935012817, 0.28019118309020996, 0.0174490325152874, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.0031278096139431, 0.17454937100410461, 0.10951976478099823, 0.9273699522018433, -1.0478030443191528, -0.2971162796020508, 0.008761703968048096, -0.003125816583633423, -0.4760133624076843, -0.00767064094543457, 0.04792812466621399, 0.37581953406333923, -0.28831443190574646, -0.16183903813362122, 0.30000025033950806, 0.3000003397464752, 0.2999999523162842, 0.19999967515468597, 0.10000047832727432, 0.0, 0.889041006565094, 0.8882290720939636, 0.8881800174713135, 0.8863881826400757, 0.7861505746841431, 0.0]","[-0.23480860888957977, 1.778604507446289, 0.8355298638343811, 2.021069288253784, -1.2851060628890991, 0.09127353131771088, -0.2198762595653534, 0.04320480301976204, -0.019161103293299675, -0.00767064094543457, 1.508959412574768, 0.300191193819046, -0.002550967037677765, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999957084655762, 0.10000038146972656, 855.0]","[0.8890380859375, 0.8882293701171875, 0.8881800174713135, 0.886387825012207, 509.0, 908.0]","[0.36870667338371277, 0.21286380290985107, -0.19994480907917023, 0.13924472033977509, -1.1987221240997314, -0.09087637811899185, 0.2874176800251007, 0.3476863503456116, -0.4325226843357086, 0.2668287754058838, 0.2602134943008423, 0.4336491823196411, -0.09499895572662354, 0.10699516534805298, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.24793070554733276, 0.2854789197444916, -0.1462482064962387, -0.056893087923526764, -1.098655104637146, -0.2151414304971695, 0.13273178040981293, 0.2728598713874817, -0.4277365803718567, 0.30680051445961, 0.22997498512268066, 0.4450470209121704, -0.16894324123859406, 0.13757272064685822, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
18,18,18,0.0072148929994000355,0.09342466599991894,False,"[-0.2548205852508545, 1.798580527305603, 0.8555418848991394, 2.041081428527832, -1.3050941228866577, 0.11126154661178589, -0.23990021646022797, 0.06321679055690765, 0.000862864195369184, -0.01079778652638197, 1.5289593935012817, 0.2801792025566101, 0.01746101677417755, -0.049854375422000885]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.012774493545293808, 0.17128652334213257, 0.11867399513721466, 0.941270112991333, -1.0486294031143188, -0.3053888976573944, 0.00460699200630188, 0.009730368852615356, -0.4783157408237457, -0.005234062671661377, 0.03568771481513977, 0.3678249716758728, -0.2906387448310852, -0.1435527801513672, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000041872262955, 0.0, 0.8863133192062378, 0.885653555393219, 0.8856143355369568, 0.8833588361740112, 0.7831586599349976, 0.0]","[-0.23482058942317963, 1.7785805463790894, 0.8355419039726257, 2.0210814476013184, -1.285094141960144, 0.09126155078411102, -0.2199002206325531, 0.04321679100394249, -0.01913713477551937, -0.005234062671661377, 1.508959412574768, 0.30017921328544617, -0.002538982778787613, -0.06985437870025635]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8863143920898438, 0.8856534957885742, 0.8856143355369568, 0.8833589553833008, 509.0, 908.0]","[0.36868271231651306, 0.21287579834461212, -0.20049609243869781, 0.13920876383781433, -1.198686122894287, -0.0908883661031723, 0.2874176800251007, 0.3476623594760895, -0.4324986934661865, 0.2676796615123749, 0.2601895034313202, 0.4335533082485199, -0.09499895572662354, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2496410459280014, 0.2856175899505615, -0.14708510041236877, -0.05775830149650574, -1.0987924337387085, -0.21559378504753113, 0.13357216119766235, 0.27350687980651855, -0.42771536111831665, 0.30792292952537537, 0.22880946099758148, 0.4425937831401825, -0.16821904480457306, 0.13788965344429016, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
19,19,19,0.0057538139990356285,0.06636274499942374,False,"[-0.2548205852508545, 1.7985925674438477, 0.8555418848991394, 2.041069269180298, -1.305082082748413, 0.11127353459596634, -0.23987625539302826, 0.0632048025727272, 0.000862864195369184, -0.01079778652638197, 1.5289593935012817, 0.28019118309020996, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.003643937408924103, 0.1746668964624405, 0.10666157305240631, 0.9165353775024414, -1.052430272102356, -0.300394207239151, -0.0014244019985198975, -0.00816914439201355, -0.4849611520767212, -0.000823974609375, 0.030344158411026, 0.3541850447654724, -0.29454296827316284, -0.1612226665019989, 0.30000028014183044, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000044107437134, 0.0, 0.8842421770095825, 0.8835543394088745, 0.8835062384605408, 0.8809100985527039, 0.78071129322052, 0.0]","[-0.23482058942317963, 1.778592586517334, 0.8355419039726257, 2.021069288253784, -1.2850821018218994, 0.09127353131771088, -0.2198762595653534, 0.04320480301976204, -0.01913713477551937, -0.000823974609375, 1.508959412574768, 0.300191193819046, -0.002538982778787613, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.8842391967773438, 0.8835544586181641, 0.8835062384605408, 0.8809099197387695, 509.0, 908.0]","[0.36870667338371277, 0.21294769644737244, -0.2018742710351944, 0.13920876383781433, -1.1984584331512451, -0.09090034663677216, 0.2874176800251007, 0.3476863503456116, -0.4325226843357086, 0.2694173753261566, 0.26017752289772034, 0.4324507713317871, -0.09502292424440384, 0.10698317736387253, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.2522291839122772, 0.28537362813949585, -0.1475476175546646, -0.05973705276846886, -1.0964072942733765, -0.21562545001506805, 0.13453291356563568, 0.27535003423690796, -0.42779844999313354, 0.30940353870391846, 0.22515060007572174, 0.43091464042663574, -0.16948916018009186, 0.1409388780593872, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
20,20,20,0.0048091700009536,0.08222803700118675,False,"[-0.2548205852508545, 1.798580527305603, 0.8555298447608948, 2.041069269180298, -1.305082082748413, 0.11126154661178589, -0.2398642748594284, 0.06321679055690765, 0.000862864195369184, -0.01079778652638197, 1.5289714336395264, 0.2801792025566101, 0.01746101677417755, -0.04986635968089104]","[337.0, 2.0, 1.0, 4.0, 10.0, 935.0]","[70.0, 15.0, 0.0, 15.0, 589.0, 988.0]","[0.002316746860742569, 0.17118871212005615, 0.10806399583816528, 0.9224947094917297, -1.0506236553192139, -0.300944447517395, 0.007933944463729858, -0.01243022084236145, -0.4821730852127075, -0.006496638059616089, 0.024885475635528564, 0.36672285199165344, -0.2945776581764221, -0.17362040281295776, 0.30000025033950806, 0.30000030994415283, 0.29999998211860657, 0.19999970495700836, 0.10000045597553253, 0.0, 0.8855597972869873, 0.8848274946212769, 0.8847838640213013, 0.8824077844619751, 0.7821910381317139, 0.0]","[-0.23482058942317963, 1.7785805463790894, 0.8355298638343811, 2.021069288253784, -1.2850821018218994, 0.09126155078411102, -0.21986427903175354, 0.04321679100394249, -0.01913713477551937, -0.006496638059616089, 1.5089714527130127, 0.30017921328544617, -0.002538982778787613, -0.0698663592338562]","[257.0, 0.30000030994415283, 0.2999999523162842, 0.19999980926513672, 0.10000038146972656, 855.0]","[0.88555908203125, 0.8848276138305664, 0.8847838640213013, 0.8824081420898438, 509.0, 908.0]","[0.3687186539173126, 0.2130076140165329, -0.2025453895330429, 0.13923272490501404, -1.1976076364517212, -0.0909123346209526, 0.2874176800251007, 0.34772229194641113, -0.43253466486930847, 0.2710232436656952, 0.26015356183052063, 0.43188750743865967, -0.09501093626022339, 0.10700714588165283, 0.30000001192092896, 0.29899999499320984, 0.29899999499320984, 0.19900000095367432, 1.0, 0.0, 0.8980000019073486, 0.8989999890327454, 0.8999999761581421, 0.8999999761581421, 0.8009999990463257, 0.0]","[0.25537216663360596, 0.2854381799697876, -0.14580973982810974, -0.0632423385977745, -1.0961565971374512, -0.21434271335601807, 0.13511966168880463, 0.2777915894985199, -0.4296104609966278, 0.3083878457546234, 0.22066162526607513, 0.4206000566482544, -0.17053291201591492, 0.14633610844612122, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.20000000298023224, 0.10000000149011612, 0.0, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.8999999761581421, 0.800000011920929, 0.0]"
