sample_index,wall_time_s,elapsed_s,tick,mode_machine,arm0,arm1,arm2,arm3,arm4,arm5,arm6,arm7,arm8,arm9,arm10,arm11,arm12,arm13
286,1782728475.719147921,9.776594489,3485170,5,-0.5913256,0.2444183,0.8928487,0.6741486,0.4262789,-0.1893028,-0.2814136,-0.4618720,-0.3518449,0.3379312,0.8267198,0.0658653,-0.5680283,0.2892992
287,1782728475.750687838,9.798844064,3485202,5,-0.5696582,0.2437831,0.8372419,0.6927361,0.4619799,-0.1884639,-0.2834868,-0.4510263,-0.3483694,0.3359538,0.8638469,0.0659732,-0.5542944,0.2890235
288,1782728475.776053905,9.829913122,3485227,5,-0.5479547,0.2432079,0.7879628,0.7102091,0.4916528,-0.1882362,-0.2848171,-0.4414869,-0.3433481,0.3358100,0.8959526,0.0659612,-0.5434007,0.2890595
289,1782728475.818056822,9.855849119,3485269,5,-0.5092577,0.2390973,0.7111439,0.7425905,0.5399013,-0.1876250,-0.2850568,-0.4211017,-0.3358699,0.3350909,0.9506127,0.0661649,-0.5288519,0.2888917
290,1782728475.851419687,9.897395055,3485302,5,-0.4767205,0.2316551,0.6520258,0.7677335,0.5755304,-0.1874093,-0.2863511,-0.4028497,-0.3335809,0.3344797,0.9969198,0.0662728,-0.5186054,0.2888198
291,1782728475.885387182,9.931374957,3485337,5,-0.4435002,0.2207494,0.6029983,0.7908031,0.6068332,-0.1871337,-0.2886880,-0.3843701,-0.3328139,0.3344078,1.0402428,0.0661769,-0.5064414,0.2888078
292,1782728475.918615103,9.965272040,3485370,5,-0.4111907,0.2085135,0.5559482,0.8142921,0.6314488,-0.1865944,-0.2892393,-0.3648477,-0.3328379,0.3335809,1.0800064,0.0662009,-0.4962788,0.2884843
293,1782728475.951885223,9.998693909,3485403,5,-0.3774192,0.1951272,0.5119421,0.8341860,0.6512947,-0.1865225,-0.2899943,-0.3447981,-0.3329457,0.3326821,1.1167021,0.0661290,-0.4854810,0.2878491
294,1782728475.985140324,10.031984189,3485436,5,-0.3467636,0.1846769,0.4685712,0.8552662,0.6667544,-0.1864266,-0.2914444,-0.3267499,-0.3326222,0.3323825,1.1518757,0.0659612,-0.4767684,0.2877293
295,1782728476.017503738,10.064418090,3485469,5,-0.3194156,0.1750056,0.4356745,0.8721759,0.6800808,-0.1863068,-0.2944884,-0.3114101,-0.3319630,0.3324544,1.1807338,0.0657455,-0.4683196,0.2877772
296,1782728476.050915480,10.097428713,3485502,5,-0.2919357,0.1661733,0.4039403,0.8873959,0.6889611,-0.1863667,-0.2962620,-0.2989705,-0.3305489,0.3324184,1.2087170,0.0656376,-0.4594752,0.2877652
297,1782728476.084105492,10.130444904,3485535,5,-0.2651869,0.1593063,0.3788453,0.9004348,0.6965352,-0.1864985,-0.2984072,-0.2887120,-0.3290269,0.3324304,1.2314031,0.0656256,-0.4500076,0.2877892
298,1782728476.117310047,10.163903733,3485568,5,-0.2375273,0.1533621,0.3541219,0.9094828,0.7014487,-0.1864266,-0.2992461,-0.2807664,-0.3274570,0.3324544,1.2514887,0.0656136,-0.4401806,0.2877532
299,1782728476.150453806,10.197027671,3485602,5,-0.2098078,0.1494313,0.3269057,0.9180516,0.7035819,-0.1864745,-0.2998333,-0.2700525,-0.3263305,0.3324784,1.2663491,0.0656975,-0.4306411,0.2875615
300,1782728476.177158356,10.230610601,3485628,5,-0.1897942,0.1483887,0.3013553,0.9261169,0.7047324,-0.1864865,-0.2998573,-0.2605850,-0.3255994,0.3325862,1.2759365,0.0655897,-0.4217369,0.2874536
301,1782728476.219016075,10.257144985,3485670,5,-0.1583835,0.1469146,0.2595544,0.9398868,0.7051278,-0.1864985,-0.2999052,-0.2434116,-0.3240295,0.3340243,1.2898502,0.0652062,-0.4073558,0.2872499
302,1782728476.252039671,10.298179096,3485703,5,-0.1341514,0.1461237,0.2250757,0.9499776,0.7050200,-0.1865225,-0.2992581,-0.2333329,-0.3223637,0.3371283,1.2998689,0.0651582,-0.3955513,0.2872499
303,1782728476.285448551,10.331890861,3485737,5,-0.1112975,0.1451050,0.1915918,0.9619738,0.7052237,-0.1865225,-0.2990184,-0.2251956,-0.3194275,0.3382308,1.3120090,0.0652421,-0.3818654,0.2872259
304,1782728476.318802834,10.365217110,3485770,5,-0.0885395,0.1420610,0.1569334,0.9739700,0.7054634,-0.1865464,-0.2990544,-0.2169145,-0.3152450,0.3384106,1.3261623,0.0652182,-0.3699411,0.2869503
305,1782728476.351058483,10.398135698,3485802,5,-0.0653020,0.1392447,0.1206092,0.9830780,0.7054035,-0.1866064,-0.2988386,-0.2100955,-0.3086298,0.3384106,1.3437073,0.0652062,-0.3598024,0.2864110
306,1782728476.385123014,10.431002732,3485836,5,-0.0411059,0.1360929,0.0762317,0.9877878,0.7059667,-0.1880924,-0.2885082,-0.2056134,-0.2980117,0.3380390,1.3643081,0.0653979,-0.3461524,0.2854403
307,1782728476.418300629,10.464468057,3485870,5,-0.0367556,0.1372793,0.0432151,0.9813043,0.7051398,-0.1933655,-0.2762603,-0.1978356,-0.2881247,0.3380630,1.3835309,0.0654459,-0.3335090,0.2838823
308,1782728476.452544928,10.497864581,3485904,5,-0.0279832,0.1442901,0.0075501,0.9794587,0.7048283,-0.1945759,-0.2742710,-0.1894586,-0.2771951,0.3382667,1.3979119,0.0651223,-0.3216926,0.2834509
309,1782728476.485735655,10.531816578,3485937,5,-0.0197380,0.1497669,-0.0221948,0.9758395,0.7046605,-0.1958103,-0.2696930,-0.1826516,-0.2642402,0.3368166,1.4055458,0.0656256,-0.3122969,0.2791965
310,1782728476.518284798,10.565006630,3485969,5,-0.0126553,0.1537936,-0.0479729,0.9708781,0.7044328,-0.1967930,-0.2610883,-0.1809139,-0.2574331,0.3343359,1.4110466,0.0640077,-0.3062209,0.2736478
311,1782728476.551457167,10.598140521,3486003,5,-0.0094915,0.1555552,-0.0637800,0.9674865,0.7043369,-0.1994774,-0.2544970,-0.1787807,-0.2544491,0.3312320,1.4147618,0.0608799,-0.3030811,0.2663974
312,1782728476.577839613,10.631215530,3486029,5,-0.0077418,0.1578922,-0.0734273,0.9665757,0.7043728,-0.2042232,-0.2498351,-0.1752453,-0.2514770,0.3290748,1.4162837,0.0590942,-0.3013913,0.2559591
313,1782728476.618731499,10.657364077,3486070,5,-0.0063636,0.1629855,-0.0907925,0.9666237,0.7045286,-0.2084656,-0.2416978,-0.1714823,-0.2446819,0.3263185,1.4182612,0.0587706,-0.3003846,0.2413743
314,1782728476.653156757,10.698448814,3486104,5,-0.0068310,0.1653104,-0.1007993,0.9667195,0.7046125,-0.2100715,-0.2384861,-0.1709190,-0.2419855,0.3259230,1.4192559,0.0584830,-0.2998213,0.2341957
315,1782728476.686491966,10.732656275,3486137,5,-0.0102944,0.1675155,-0.1132150,0.9666836,0.7045885,-0.2112220,-0.2375993,-0.1707992,-0.2409189,0.3258750,1.4196393,0.0581355,-0.2993420,0.2298814
316,1782728476.782504082,10.766177635,3486233,5,-0.0291936,0.1700202,-0.1585872,0.9689606,0.7055233,-0.2157280,-0.2374914,-0.1708711,-0.2407271,0.3258391,1.4199749,0.0569251,-0.2982874,0.2201143
317,1782728476.796543598,10.862064475,3486248,5,-0.0335438,0.1703318,-0.1678750,0.9690444,0.7056192,-0.2162913,-0.2375513,-0.1709909,-0.2406193,0.3258271,1.4201906,0.0568771,-0.2980357,0.2186762
318,1782728476.848748446,10.875817394,3486300,5,-0.0495308,0.1719257,-0.1994175,0.9695119,0.7068775,-0.2232302,-0.2377071,-0.1709789,-0.2403676,0.3258391,1.4201307,0.0562779,-0.2975683,0.2146495
319,1782728476.883952379,10.928480293,3486335,5,-0.0591302,0.1734117,-0.2228587,0.9700391,0.7072131,-0.2317510,-0.2395527,-0.1709310,-0.2404155,0.3258032,1.4203824,0.0562180,-0.2973646,0.2130795
320,1782728476.917968035,10.963733355,3486369,5,-0.0684179,0.1735196,-0.2514171,0.9699672,0.7072970,-0.2417937,-0.2435914,-0.1709310,-0.2404155,0.3258271,1.4203464,0.0562180,-0.2972567,0.2124803
321,1782728476.950485706,10.997255419,3486402,5,-0.0785446,0.1718658,-0.2834749,0.9699313,0.7072610,-0.2566662,-0.2493917,-0.1710029,-0.2402717,0.3258151,1.4203224,0.0561701,-0.2972088,0.2122047
322,1782728476.982624054,11.029740905,3486434,5,-0.0908644,0.1692173,-0.3166831,0.9697995,0.7073089,-0.2721138,-0.2605970,-0.1710029,-0.2400920,0.3257912,1.4203464,0.0561461,-0.2972208,0.2121328
323,1782728477.015801668,11.061992047,3486467,5,-0.1054732,0.1645434,-0.3495199,0.9697635,0.7075127,-0.2892872,-0.2699207,-0.1712306,-0.2395047,0.3257312,1.4202626,0.0561341,-0.2972327,0.2120369
324,1782728477.042469978,11.095361881,3486494,5,-0.1155279,0.1592104,-0.3762088,0.9695837,0.7075726,-0.3048547,-0.2776386,-0.1715422,-0.2388816,0.3257432,1.4203345,0.0560982,-0.2972807,0.2119410
325,1782728477.085272074,11.121881257,3486536,5,-0.1349903,0.1517802,-0.4186809,0.9691643,0.7079921,-0.3277686,-0.2838823,-0.1718178,-0.2375034,0.3256833,1.4202745,0.0561221,-0.2975803,0.2115575
326,1782728477.117590427,11.164519739,3486569,5,-0.1512289,0.1491317,-0.4490249,0.9656410,0.7081718,-0.3450019,-0.2856440,-0.1722373,-0.2361731,0.3256114,1.4200348,0.0561581,-0.2983593,0.2114616
327,1782728477.150824308,11.197368788,3486602,5,-0.1684503,0.1480052,-0.4789016,0.9586421,0.7081838,-0.3611926,-0.2860754,-0.1722972,-0.2352144,0.3253238,1.4199749,0.0561581,-0.2991622,0.2114137
328,1782728477.182264805,11.230068425,3486633,5,-0.1854918,0.1469985,-0.5081192,0.9488151,0.7083756,-0.3767002,-0.2863631,-0.1722133,-0.2341598,0.3249163,1.4197712,0.0562659,-0.3001329,0.2113418
329,1782728477.216306448,11.262161610,3486668,5,-0.2051460,0.1467348,-0.5369173,0.9386525,0.7082677,-0.3939934,-0.2865189,-0.1717699,-0.2332969,0.3240894,1.4191959,0.0564337,-0.3015231,0.2112579
330,1782728477.249638557,11.295473970,3486701,5,-0.2242968,0.1451649,-0.5603344,0.9306710,0.7083636,-0.4113466,-0.2866986,-0.1715422,-0.2332490,0.3230947,1.4191480,0.0564697,-0.3021942,0.2112100
331,1782728477.283081293,11.329093924,3486734,5,-0.2392531,0.1415697,-0.5763454,0.9201728,0.7082557,-0.4264826,-0.2866986,-0.1713864,-0.2327456,0.3229389,1.4191719,0.0564936,-0.3021702,0.2112100
332,1782728477.316125154,11.362376267,3486767,5,-0.2532387,0.1345709,-0.5912897,0.9112325,0.7084115,-0.4399289,-0.2869143,-0.1712905,-0.2324460,0.3227232,1.4191360,0.0565176,-0.3023500,0.2111620
333,1782728477.349318504,11.396127681,3486801,5,-0.2669007,0.1223829,-0.6012126,0.9044974,0.7086152,-0.4539265,-0.2874896,-0.1712546,-0.2324700,0.3226273,1.4191000,0.0565655,-0.3024219,0.2110542
334,1782728477.381679058,11.429096158,3486833,5,-0.2785493,0.1063360,-0.6067733,0.8957969,0.7085913,-0.4620518,-0.2882925,-0.1712786,-0.2323502,0.3226273,1.4191121,0.0565775,-0.3024099,0.2110662
335,1782728477.415952682,11.461523946,3486867,5,-0.2937453,0.0855794,-0.6106682,0.8871323,0.7084834,-0.4698535,-0.2897905,-0.1713025,-0.2323502,0.3225914,1.4192319,0.0565655,-0.3022781,0.2110302
336,1782728477.441617489,11.495603755,3486893,5,-0.3093248,0.0681303,-0.6122022,0.8836688,0.7080400,-0.4765048,-0.2920076,-0.1712546,-0.2325419,0.3225914,1.4193517,0.0565775,-0.3022062,0.2109583
337,1782728477.484401226,11.521479589,3486935,5,-0.3406996,0.0391525,-0.6118426,0.8720322,0.7037856,-0.4814183,-0.2981196,-0.1716021,-0.2321584,0.3226513,1.4192678,0.0564936,-0.3019545,0.2109344
338,1782728477.517623901,11.564334814,3486969,5,-0.3665735,0.0171494,-0.6073006,0.8571597,0.6973022,-0.4850855,-0.3017149,-0.1717220,-0.2317629,0.3226393,1.4191360,0.0565176,-0.3019545,0.2108864
339,1782728477.549875498,11.596804524,3487001,5,-0.3954794,-0.0051412,-0.5979170,0.8440849,0.6853898,-0.4881295,-0.3037881,-0.1714703,-0.2317150,0.3225075,1.4187645,0.0565655,-0.3022781,0.2108385
340,1782728477.583041906,11.629899821,3487034,5,-0.4278488,-0.0265690,-0.5850699,0.8243828,0.6669940,-0.4891122,-0.3049506,-0.1708711,-0.2317030,0.3223158,1.4181893,0.0565655,-0.3026257,0.2106108
341,1782728477.617264748,11.662739750,3487068,5,-0.4608654,-0.0456599,-0.5663865,0.7969030,0.6461654,-0.4910416,-0.3049746,-0.1702000,-0.2317150,0.3220401,1.4180095,0.0566135,-0.3029612,0.2102393
342,1782728477.649725437,11.696780709,3487101,5,-0.4912214,-0.0551394,-0.5465646,0.7622926,0.6198721,-0.4934025,-0.3048667,-0.1704157,-0.2310439,0.3219682,1.4173024,0.0566015,-0.3032968,0.2101194
343,1782728477.682764530,11.729077997,3487134,5,-0.5216973,-0.0611915,-0.5161965,0.7287008,0.5901272,-0.4955477,-0.3051423,-0.1700681,-0.2297496,0.3213930,1.4154088,0.0566734,-0.3040877,0.2100955
344,1782728477.716073036,11.762657950,3487167,5,-0.5482423,-0.0667401,-0.4750907,0.6962595,0.5570268,-0.4964825,-0.3049626,-0.1690495,-0.2284193,0.3201586,1.4129282,0.0569131,-0.3054539,0.2100715
345,1782728477.749266624,11.795898915,3487201,5,-0.5730017,-0.0697482,-0.4258954,0.6675094,0.5212659,-0.4966982,-0.3044473,-0.1684742,-0.2265977,0.3183490,1.4116578,0.0571648,-0.3062449,0.2099397
346,1782728477.783580303,11.829330639,3487235,5,-0.5981806,-0.0703834,-0.3686228,0.6512707,0.4833478,-0.4963506,-0.3039679,-0.1678870,-0.2249439,0.3168150,1.4104475,0.0575483,-0.3071077,0.2096760
347,1782728477.872898579,11.862706041,3487324,5,-0.6585571,-0.0667162,-0.1987943,0.6464531,0.3855805,-0.4836474,-0.3041357,-0.1583835,-0.2249559,0.3080186,1.4066844,0.0604005,-0.3100199,0.2077945
348,1782728477.878569841,11.952034463,3487330,5,-0.6616611,-0.0662728,-0.1853480,0.6464531,0.3780544,-0.4821733,-0.3042435,-0.1579041,-0.2249679,0.3073834,1.4061332,0.0604844,-0.3101997,0.2077226
349,1782728477.918554544,11.958096033,3487370,5,-0.6832327,-0.0591661,-0.1033879,0.6465489,0.3322626,-0.4691225,-0.3039559,-0.1539374,-0.2253034,0.3045192,1.4037602,0.0609877,-0.3115299,0.2070275
350,1782728477.950974226,11.998531372,3487402,5,-0.6999027,-0.0502738,-0.0342989,0.6465609,0.2964178,-0.4552088,-0.3037162,-0.1518521,-0.2256390,0.3035005,1.4024299,0.0613353,-0.3127283,0.2066080
351,1782728477.984089851,12.030278114,3487435,5,-0.7185382,-0.0401352,0.0416212,0.6466568,0.2583320,-0.4395574,-0.3037402,-0.1503900,-0.2259146,0.3028653,1.4016750,0.0615150,-0.3139388,0.2064283
352,1782728478.017017126,12.063405989,3487468,5,-0.7395465,-0.0286183,0.1165466,0.6466568,0.2231942,-0.4219406,-0.3023500,-0.1495631,-0.2264300,0.3019306,1.4016390,0.0616588,-0.3147297,0.2063084
353,1782728478.050518036,12.096355169,3487502,5,-0.7595482,-0.0151840,0.1914001,0.6466448,0.1880445,-0.4038444,-0.3015591,-0.1490957,-0.2268374,0.3004925,1.4016390,0.0616588,-0.3151851,0.2063084
354,1782728478.082848310,12.129779116,3487534,5,-0.7769253,0.0004554,0.2652828,0.6466089,0.1524993,-0.3845738,-0.3008879,-0.1489160,-0.2267775,0.2987428,1.4016271,0.0616229,-0.3154488,0.2063324
355,1782728478.115999937,12.162899438,3487567,5,-0.7917139,0.0166101,0.3377514,0.6465849,0.1191592,-0.3658904,-0.2989824,-0.1475857,-0.2271011,0.2958785,1.4016271,0.0615989,-0.3156405,0.2063444
356,1782728478.150189638,12.196014928,3487601,5,-0.8021881,0.0350539,0.4063491,0.6465609,0.0886233,-0.3489806,-0.2952194,-0.1452488,-0.2275325,0.2902220,1.4016510,0.0615750,-0.3157604,0.2063923
357,1782728478.183382750,12.229705059,3487635,5,-0.8089472,0.0525868,0.4765647,0.6465489,0.0598133,-0.3317353,-0.2908452,-0.1423606,-0.2279400,0.2788849,1.4018068,0.0613592,-0.3156765,0.2069796
358,1782728478.216753006,12.262778339,3487668,5,-0.8116197,0.0709107,0.5428734,0.6465609,0.0357250,-0.3160720,-0.2844216,-0.1386934,-0.2288627,0.2693934,1.4018188,0.0613952,-0.3157604,0.2075308
359,1782728478.250160933,12.296469079,3487701,5,-0.8122548,0.0868377,0.6106442,0.6465729,0.0140215,-0.3006003,-0.2815574,-0.1363565,-0.2312596,0.2627302,1.4018787,0.0612993,-0.3158802,0.2088731
360,1782728478.276553154,12.329891107,3487728,5,-0.8122309,0.0975516,0.6632909,0.6466089,-0.0028163,-0.2886401,-0.2803710,-0.1347626,-0.2343755,0.2533585,1.4028494,0.0606402,-0.3153769,0.2107785
361,1782728478.319323063,12.356002180,3487771,5,-0.8121589,0.1162230,0.7499968,0.6466688,-0.0274678,-0.2710832,-0.2791006,-0.1335043,-0.2429562,0.2398283,1.4051384,0.0589264,-0.3138309,0.2134870
362,1782728478.351775646,12.398591924,3487803,5,-0.8122069,0.1274043,0.8190020,0.6466568,-0.0474216,-0.2594345,-0.2785134,-0.1353498,-0.2517886,0.2351784,1.4095845,0.0586748,-0.3106431,0.2152127
363,1782728478.384911537,12.431016704,3487836,5,-0.8122189,0.1381781,0.8919739,0.6466808,-0.0675431,-0.2515489,-0.2779262,-0.1359610,-0.2613280,0.2253753,1.4154809,0.0600050,-0.3071197,0.2171542
364,1782728478.417334080,12.464525166,3487868,5,-0.8121470,0.1538535,0.9612188,0.6466808,-0.0867538,-0.2432558,-0.2764761,-0.1312153,-0.2715985,0.2167347,1.4252839,0.0630370,-0.3053221,0.2187600
365,1782728478.449639320,12.496870039,3487901,5,-0.8123747,0.1719137,1.0340109,0.6466209,-0.1045024,-0.2359574,-0.2746904,-0.1311314,-0.2831753,0.2059369,1.4331216,0.0675431,-0.3054539,0.2208932
366,1782728478.484591007,12.529530730,3487936,5,-0.8123028,0.1885718,1.1058683,0.6466448,-0.1210527,-0.2317030,-0.2717543,-0.1336960,-0.2976882,0.1901777,1.4371004,0.0707309,-0.3065805,0.2214445
367,1782728478.516148567,12.563776975,3487967,5,-0.8126982,0.2013709,1.1682463,0.6465130,-0.1318025,-0.2297376,-0.2696570,-0.1400237,-0.3111225,0.1774265,1.4409353,0.0731877,-0.3090492,0.2214445
368,1782728478.549095154,12.595799822,3488000,5,-0.8154306,0.2113059,1.2312952,0.6464171,-0.1392207,-0.2264539,-0.2680871,-0.1489639,-0.3262705,0.1610201,1.4434520,0.0750572,-0.3126325,0.2219478
369,1782728478.583615780,12.629280699,3488035,5,-0.8176358,0.2210610,1.2932417,0.6463572,-0.1451649,-0.2217801,-0.2656663,-0.1658976,-0.3410950,0.1434751,1.4446385,0.0767829,-0.3171745,0.2219718
370,1782728478.615671158,12.663207478,3488067,5,-0.8187622,0.2309120,1.3476381,0.6462494,-0.1494193,-0.2165190,-0.2638687,-0.1852402,-0.3527557,0.1264575,1.4445425,0.0787364,-0.3254077,0.2218760
371,1782728478.648809195,12.694948684,3488100,5,-0.8209913,0.2365686,1.4059414,0.6458179,-0.1523435,-0.2141821,-0.2637728,-0.2092685,-0.3650155,0.1049698,1.4452137,0.0797550,-0.3359778,0.2219359
372,1782728478.676555157,12.728624703,3488128,5,-0.8228129,0.2375633,1.4500433,0.6454344,-0.1539014,-0.2138585,-0.2634372,-0.2311038,-0.3741235,0.0875328,1.4452257,0.0807976,-0.3458528,0.2218520
373,1782728478.718223810,12.756213264,3488169,5,-0.8236758,0.2375753,1.5156209,0.6440322,-0.1552796,-0.2135469,-0.2633174,-0.2674160,-0.3848135,0.0645351,1.4442070,0.0831346,-0.3613484,0.2213486
374,1782728478.749578953,12.798251215,3488201,5,-0.8245027,0.2375393,1.5636297,0.6434690,-0.1560586,-0.2134271,-0.2632575,-0.2962980,-0.3903502,0.0532339,1.4411631,0.0840454,-0.3747707,0.2209172
375,1782728478.783982992,12.828778910,3488235,5,-0.8249821,0.2374435,1.6125734,0.6432413,-0.1569095,-0.2129837,-0.2629219,-0.3263784,-0.3944488,0.0477212,1.4335650,0.0845966,-0.3910573,0.2208693
376,1782728478.820776224,12.863250058,3488272,5,-0.8250420,0.2373476,1.6611334,0.6422466,-0.1577244,-0.2129477,-0.2624905,-0.3556798,-0.3963663,0.0457318,1.4174942,0.0848723,-0.4115263,0.2210370
377,1782728478.853269339,12.899961855,3488304,5,-0.8252577,0.2372517,1.7018799,0.6412519,-0.1578442,-0.2128998,-0.2622508,-0.3802355,-0.3961386,0.0449888,1.4018068,0.0848723,-0.4312404,0.2213726
378,1782728478.887712479,12.932775063,3488339,5,-0.8253536,0.2372397,1.7418952,0.6401854,-0.1580360,-0.2128638,-0.2617474,-0.4070202,-0.3950480,0.0450966,1.3838425,0.0842970,-0.4529678,0.2223194
379,1782728478.976496220,12.967592814,3488428,5,-0.8258330,0.2370000,1.8314892,0.6368896,-0.1581558,-0.2128518,-0.2611482,-0.4640771,-0.3843701,0.0453723,1.3180730,0.0820200,-0.5134881,0.2282875
380,1782728478.990143538,13.056205116,3488441,5,-0.8258689,0.2370000,1.8430899,0.6353557,-0.1581918,-0.2128638,-0.2610164,-0.4719747,-0.3811823,0.0453843,1.3071674,0.0815886,-0.5227879,0.2299293
381,1782728479.017477036,13.069608648,3488469,5,-0.8267318,0.2370240,1.8668307,0.6325274,-0.1580599,-0.2128518,-0.2610764,-0.4872426,-0.3727573,0.0460434,1.2850206,0.0806898,-0.5430772,0.2335006
382,1782728479.052664518,13.097014451,3488504,5,-0.8277265,0.2370000,1.8974265,0.6298429,-0.1581199,-0.2128998,-0.2611363,-0.5062137,-0.3608211,0.0504536,1.2565700,0.0803183,-0.5685197,0.2381625
383,1782728479.086061478,13.132227511,3488537,5,-0.8303270,0.2369881,1.9246546,0.6293756,-0.1580959,-0.2129117,-0.2611482,-0.5237706,-0.3467636,0.0556308,1.2327213,0.0790719,-0.5912178,0.2449456
384,1782728479.111829996,13.165741893,3488563,5,-0.8328557,0.2369881,1.9441409,0.6291958,-0.1580719,-0.2128998,-0.2610764,-0.5348919,-0.3342281,0.0632168,1.2128875,0.0783888,-0.6071209,0.2495355
385,1782728479.153483868,13.191459066,3488605,5,-0.8365229,0.2369881,1.9747607,0.6287644,-0.1580240,-0.2128998,-0.2611602,-0.5499681,-0.3109547,0.0840094,1.1815128,0.0781611,-0.6308137,0.2572294
386,1782728479.186751604,13.233111340,3488638,5,-0.8389677,0.2370000,1.9970033,0.6283329,-0.1581079,-0.2129357,-0.2611123,-0.5576380,-0.2902220,0.1076902,1.1550276,0.0778016,-0.6491735,0.2651510
387,1782728479.220881701,13.266671803,3488672,5,-0.8390156,0.2369641,2.0151114,0.6282850,-0.1580240,-0.2129237,-0.2611482,-0.5626833,-0.2674280,0.1371355,1.1277276,0.0747336,-0.6647290,0.2758050
388,1782728479.253288507,13.300223626,3488704,5,-0.8376135,0.2369761,2.0297322,0.6277936,-0.1581079,-0.2129357,-0.2610404,-0.5650682,-0.2436752,0.1717459,1.1025248,0.0652781,-0.6772765,0.2847212
389,1782728479.286474228,13.333034145,3488738,5,-0.8312618,0.2369881,2.0389960,0.6269308,-0.1580120,-0.2129477,-0.2610644,-0.5653439,-0.2181249,0.2154524,1.0772620,0.0538811,-0.6914418,0.2950996
390,1782728479.319619179,13.366435340,3488771,5,-0.8209554,0.2370000,2.0454435,0.6261159,-0.1580120,-0.2129477,-0.2611003,-0.5653558,-0.1902855,0.2651869,1.0561458,0.0415253,-0.7050080,0.3051184
391,1782728479.353030682,13.399231299,3488804,5,-0.8118833,0.2370000,2.0538566,0.6261039,-0.1579761,-0.2129477,-0.2610883,-0.5655715,-0.1586711,0.3174981,1.0435504,0.0257781,-0.7189936,0.3170307
392,1782728479.386160612,13.432888149,3488837,5,-0.8015409,0.2370120,2.0616822,0.6260080,-0.1579281,-0.2129357,-0.2611123,-0.5655596,-0.1256905,0.3727813,1.0369471,0.0114330,-0.7308580,0.3269057
393,1782728479.419505119,13.465941140,3488871,5,-0.7917498,0.2370000,2.0718210,0.6257563,-0.1580120,-0.2129597,-0.2610883,-0.5655236,-0.0949390,0.4323309,1.0332080,-0.0057285,-0.7413921,0.3357860
394,1782728479.452536106,13.499020052,3488904,5,-0.7802569,0.2367124,2.0780406,0.6257803,-0.1580599,-0.2129117,-0.2610764,-0.5654397,-0.0665844,0.4844503,1.0305355,-0.0249392,-0.7506679,0.3444266
395,1782728479.485941410,13.532440575,3488937,5,-0.7681529,0.2367364,2.0816958,0.6257563,-0.1580480,-0.2129237,-0.2610883,-0.5654397,-0.0434668,0.5390984,1.0278751,-0.0442577,-0.7618851,0.3520007
396,1782728479.512654066,13.565869354,3488964,5,-0.7609983,0.2367364,2.0848956,0.6257563,-0.1580240,-0.2129117,-0.2610883,-0.5654157,-0.0297808,0.5804919,1.0252744,-0.0606402,-0.7730065,0.3584362
397,1782728479.554327488,13.592142001,3489005,5,-0.7560728,0.2367364,2.0953460,0.6256604,-0.1580599,-0.2129357,-0.2610883,-0.5654038,-0.0173891,0.6446195,1.0181319,-0.0845367,-0.7904675,0.3645362
398,1782728479.588442087,13.633462904,3489040,5,-0.7534482,0.2367364,2.1041303,0.6256964,-0.1579761,-0.2129357,-0.2610644,-0.5654277,-0.0105581,0.6924605,1.0124633,-0.1030643,-0.8062747,0.3671487
399,1782728479.621818781,13.668138123,3489073,5,-0.7512671,0.2367364,2.1123395,0.6256484,-0.1580599,-0.2129357,-0.2610644,-0.5654756,-0.0087725,0.7420273,1.0046496,-0.1147490,-0.8234001,0.3682513
400,1782728479.654022932,13.701364239,3489105,5,-0.7488223,0.2367364,2.1162343,0.6256365,-0.1580480,-0.2129237,-0.2610764,-0.5654876,-0.0084968,0.7909349,0.9977586,-0.1225627,-0.8401901,0.3691741
401,1782728479.687379599,13.733295883,3489138,5,-0.7478396,0.2367484,2.1183555,0.6256365,-0.1579521,-0.2127440,-0.2610764,-0.5654876,-0.0084009,0.8422633,0.9899210,-0.1289263,-0.8579866,0.3697373
402,1782728479.719834805,13.766521167,3489171,5,-0.7476239,0.2367603,2.1192665,0.6254927,-0.1579161,-0.2107186,-0.2610764,-0.5654517,-0.0101506,0.8890258,0.9869848,-0.1336960,-0.8735301,0.3715230
403,1782728479.753707886,13.799802678,3489205,5,-0.7475520,0.2368682,2.1192424,0.6250612,-0.1569694,-0.2042951,-0.2610764,-0.5654157,-0.0143571,0.9364234,0.9858703,-0.1365483,-0.8863053,0.3723499
404,1782728479.787037134,13.833408679,3489238,5,-0.7475640,0.2368802,2.1192064,0.6250013,-0.1551957,-0.1948036,-0.2610883,-0.5653319,-0.0186235,0.9820713,0.9844442,-0.1388492,-0.8977503,0.3732247
405,1782728479.821284294,13.866666348,3489272,5,-0.7475640,0.2369162,2.1182597,0.6250373,-0.1512649,-0.1827834,-0.2611123,-0.5633904,-0.0221708,1.0236685,0.9798782,-0.1437628,-0.9073496,0.3745550
406,1782728479.854523897,13.900678282,3489306,5,-0.7475280,0.2369042,2.1150599,0.6250852,-0.1455005,-0.1693850,-0.2610764,-0.5591000,-0.0256942,1.0565174,0.9743535,-0.1492755,-0.9184351,0.3748905
407,1782728479.886990547,13.934013874,3489338,5,-0.7475160,0.2368682,2.1066589,0.6254088,-0.1401076,-0.1600493,-0.2610044,-0.5517417,-0.0279472,1.0848241,0.9702908,-0.1541771,-0.9285138,0.3749864
